GENEID,BSS_1,BSS_2,BSS_3,M_1,M_2,M_3
LOC_Os06g10280,257.3432259,245.036465,171.8072376,28.64322379,63.03348776,4.687343406
LOC_Os06g02028,1561.66705,1292.778591,1060.909692,582.7794378,735.9159696,701.2265736
LOC_Os05g26020,37.92426487,35.48803975,20.40210947,0,0,0
LOC_Os11g33120,140.8615552,143.6420657,246.4360065,48.47314795,41.75968564,22.49924835
LOC_Os07g42520,88.03847202,185.889732,127.781633,20.93158661,31.51674388,16.87443626
LOC_Os12g34045,159.8236877,226.4474918,75.70256409,35.25319851,26.0013137,15.93696758
LOC_Os03g07110,576.9906012,547.5297562,498.2409892,272.110626,241.8910093,230.6172956
LOC_Os03g26260,60.9497114,69.28617285,44.56250226,0,0.787918597,5.624812088
LOC_Os12g41956,82.62071989,192.6493587,142.8147663,35.25319851,13.39461615,6.562280769
LOC_Os09g27050,609.497114,664.1333154,632.4653936,231.3491152,248.1943581,363.7378483
LOC_Os10g41770,105.6461664,81.11551944,95.03087832,14.32161189,13.39461615,2.812406044
LOC_Os07g43290,74.49409171,175.7502921,168.0489543,11.01662453,9.455023164,35.62380989
LOC_Os01g72330,677.2190155,1017.323806,642.6664483,355.8369724,329.3499735,381.5497533
LOC_Os07g23880,583.7627914,493.4527433,616.3584651,301.8555122,226.9205559,220.3051401
LOC_Os03g46660,887.1569103,662.4434088,765.0791051,145.4194438,286.8023693,412.4862198
LOC_Os02g06180,60.9497114,25.34859982,36.509038,0,0,0.937468681
LOC_Os08g32120,165.2414398,148.7117856,136.3719949,1.101662453,14.18253475,33.74887253
LOC_Os06g36700,4078.212912,3303.767511,3420.037824,1905.876044,2524.491185,1868.375082
LOC_Os11g25920,12.18994228,52.3871063,32.75075468,0,0,0
LOC_Os03g61990,2962.155974,2903.259633,2989.445935,1869.521183,1716.874623,1993.058416
LOC_Os05g33900,682.6367677,383.6088107,661.9947626,2.203324907,0.787918597,29.9989978
LOC_Os01g60860,237.0266554,241.6566517,198.1152209,28.64322379,41.75968564,87.18458736
LOC_Os01g71106,132.734927,125.0530925,162.6799781,5.508312267,36.24425546,16.87443626
LOC_Os06g01390,1353.083593,986.9054865,1097.955628,598.2027122,656.3361913,559.6688027
LOC_Os04g50890,511.9775757,209.5484252,481.597163,122.2845323,112.6723594,146.2451143
LOC_Os03g24460,101.5828523,175.7502921,187.3772686,37.45652341,29.15298809,33.74887253
LOC_Os01g64970,371.1160205,660.7535021,460.1212583,96.94629589,190.6763005,213.7428593
LOC_Os07g12790,173.368068,118.2934658,181.4713948,26.43989888,8.667104567,42.18609066
LOC_Os04g51410,24.37988456,76.04579947,25.77108565,1.101662453,0,0
LOC_Os11g29870,12.18994228,52.3871063,64.96461174,0,0,0.937468681
LOC_Os04g47890,8.126628186,20.27887986,76.23946171,0,0,0
LOC_Os11g05690,70.43077761,1.689906655,44.02560465,0,0,0
LOC_Os06g27560,185.5580103,165.6108522,212.074559,36.35486096,44.12344143,63.74787033
LOC_Os03g04600,119.1905467,98.01458599,157.8478996,9.91496208,13.39461615,32.81140385
LOC_Os05g28290,2948.611594,2056.616399,2474.56112,1453.092776,1304.005278,1535.5737
LOC_Os02g41890,148.9881834,187.5796387,114.3591926,39.65984832,29.15298809,12.18709286
LOC_Os09g10940,299.3308049,353.1904909,292.072304,99.1496208,129.2186499,48.74837143
LOC_Os03g08220,774.7385538,572.878356,612.0632841,2.203324907,42.54760424,51.56077747
LOC_Os03g37490,150.3426214,106.4641193,107.3795235,0,2.363755791,22.49924835
LOC_Os03g06290,46.05089306,65.90635954,63.8908165,5.508312267,0,0
LOC_Os04g42480,1212.222038,1225.182325,1276.742535,619.1342988,794.2219458,494.045995
LOC_Os01g62860,37.92426487,11.82934658,45.09939988,0,0,0
LOC_Os02g54254,440.1923601,496.8325566,696.8931077,185.0792922,214.3138584,269.9909802
LOC_Os07g06390,16.25325637,18.5889732,61.20632841,0,0,0
LOC_Os01g27040,632.5225605,425.8564771,496.0933987,237.9590899,180.4333587,237.1795764
LOC_Os02g06430,303.394119,339.6712377,227.1076923,73.81138437,122.1273825,78.74736923
LOC_Os03g12590,688.0545198,606.6764891,504.6837606,276.5172758,303.3486598,243.7418571
LOC_Os05g47470,1688.984225,1438.110563,1588.143153,761.2487553,917.9251655,990.9043961
LOC_Os01g53810,161.1781257,94.63477268,108.4533188,19.82992416,25.2133951,5.624812088
LOC_Os07g07240,1931.428632,1814.959747,1616.061829,940.8197352,1165.331605,1001.216552
LOC_Os08g04340,96.16510021,312.6327312,174.4917257,7.711637173,12.60669755,55.3106522
LOC_Os03g62620,623.0414943,927.7587536,845.6137478,319.4821115,291.5298809,459.3596538
LOC_Os01g25540,255.9887879,160.5411322,234.0873613,76.01470928,17.33420913,12.18709286
LOC_Os05g23194,54.17752124,3.37981331,48.32078559,0,0,0
LOC_Os08g09610,71.78521565,228.1373984,178.2500091,30.84654869,14.97045334,35.62380989
LOC_Os04g55570,101.5828523,1.689906655,17.71762138,0,0,0
LOC_Os02g45130,234.3177794,189.2695454,272.7439898,50.67647285,23.63755791,85.30965
LOC_Os05g06770,3819.515248,3334.18583,4115.320239,2310.186165,2465.39729,2357.733733
LOC_Os05g47840,18.96213243,38.86785306,32.21385706,0,0,0
LOC_Os12g23590,35.21538881,81.11551944,12.34864521,0,0,0.937468681
LOC_Os05g48330,25.73432259,38.86785306,24.69729041,0,0,0
LOC_Os03g47280,134.0893651,277.1446914,246.4360065,3.30498736,62.24556916,17.81190494
LOC_Os06g01500,709.7255283,321.0822644,695.8193125,234.6541026,133.9461615,231.5547643
LOC_Os10g25674,104.2917284,69.28617285,103.6212402,14.32161189,6.303348776,0
LOC_Os01g65480,37.92426487,94.63477268,6.442771412,0,0,0.937468681
LOC_Os01g12720,82.62071989,62.52654623,69.25979268,4.406649813,3.151674388,11.24962418
LOC_Os03g57690,100.2284143,99.70449264,132.6137116,23.13491152,9.455023164,20.62431099
LOC_Os05g04340,648.7758169,457.9647035,445.088125,166.3510305,272.6198346,146.2451143
LOC_Os04g52180,2085.834568,1941.702747,2157.791525,1030.054394,1430.072254,1080.90139
LOC_Os03g08600,18.96213243,40.55775972,30.06626659,0,0,0
LOC_Os03g13870,513.3320138,363.3299308,479.9864702,171.8593427,220.6172072,164.9944879
LOC_Os03g62600,627.1048084,405.5775972,432.2025822,172.9610052,82.73145268,224.9924835
LOC_Os04g56110,115.1272326,111.5338392,78.38705218,2.203324907,18.12212773,13.12456154
LOC_Os11g03420,452.3823024,557.6691961,388.1769776,18.72826171,0,14.9994989
LOC_Os03g21590,23.02544653,23.65869317,42.41491179,0,0,0
LOC_Os01g38620,1313.80489,986.9054865,1160.772649,656.5908222,639.0019822,595.2926126
LOC_Os05g23600,173.368068,209.5484252,264.1536279,30.84654869,49.63887161,79.68483791
LOC_Os03g24030,483.5343771,393.7482506,522.9382796,78.21803419,193.0400563,198.7433604
LOC_Os09g17660,60.9497114,20.27887986,13.42244044,0,0,0
LOC_Os03g38740,266.8242921,483.3133033,301.1995635,69.40473456,158.371638,75.93496318
LOC_Os01g72130,9.481066217,27.03850648,59.05873794,0,0,0
LOC_Os05g38470,9.481066217,89.56505271,8.590361882,0,0,0
LOC_Os03g10240,58.24083534,57.45682627,153.5527186,8.813299627,13.39461615,2.812406044
LOC_Os12g03410,65.01302549,125.0530925,70.33358791,8.813299627,13.39461615,1.874937363
LOC_Os05g10930,54.17752124,32.10822644,100.9367521,1.101662453,3.151674388,6.562280769
LOC_Os05g27340,127.3171749,180.8200121,122.9495544,44.06649813,18.91004633,17.81190494
LOC_Os01g64890,274.9509203,194.3392653,198.6521185,36.35486096,45.69927863,0.937468681
LOC_Os06g40960,131.380489,49.00729299,66.57530459,1.101662453,12.60669755,1.874937363
LOC_Os05g08960,1170.234459,1039.292593,1487.206401,522.1880029,725.6730278,654.3531395
LOC_Os04g52504,82.62071989,92.94486602,71.40738315,4.406649813,7.87918597,14.9994989
LOC_Os03g10320,14.89881834,27.03850648,48.85768321,0,0,0
LOC_Os06g10520,51.46864518,8.449533275,93.42018547,2.203324907,0.787918597,0.937468681
LOC_Os01g47262,583.7627914,555.9792895,653.9412983,269.9073011,290.7419623,309.3646648
LOC_Os02g21460,533.6485842,501.9022765,729.6438624,317.2787866,227.7084745,171.5567687
LOC_Os07g11150,789.6373721,1019.013713,859.0361882,483.629817,403.4143217,490.2961203
LOC_Os02g08500,1480.400768,1299.538218,1606.93457,893.4482497,842.2849802,806.2230659
LOC_Os03g50290,1728.262928,1941.702747,1992.963957,841.6701144,1213.394639,1130.58723
LOC_Os02g08410,146.2793074,42.24766637,98.25226403,17.62659925,7.091267373,3.749874725
LOC_Os06g48590,873.61253,809.4652877,786.0181122,443.9699687,466.4478094,384.3621593
LOC_Os02g07690,223.4822751,236.5869317,283.4819421,2.203324907,63.03348776,41.24862198
LOC_Os03g16760,20.31657047,40.55775972,26.84488088,0,0,0
LOC_Os11g35020,365.6982684,326.1519844,305.4947444,121.1828699,130.7944871,139.6828335
LOC_Os04g06520,582.4083534,1402.622524,1904.912747,12.11828699,7.091267373,102.1840863
LOC_Os03g01740,632.5225605,626.955369,416.0956537,172.9610052,281.2869391,230.6172956
LOC_Os10g37710,105.6461664,99.70449264,106.8426259,3.30498736,7.091267373,24.37418571
LOC_Os09g37240,70.43077761,11.82934658,139.056483,6.60997472,2.363755791,0
LOC_Os01g15340,54.17752124,35.48803975,24.16039279,0,0,0.937468681
LOC_Os05g04550,58.24083534,16.89906655,16.64382615,0,0,0
LOC_Os07g08300,333.1917556,299.1134779,338.7823967,131.0978319,136.3099173,84.37218132
LOC_Os01g60250,172.0136299,52.3871063,130.4661211,1.101662453,14.97045334,18.74937363
LOC_Os09g13410,44.69645502,40.55775972,8.053464265,0,0,0
LOC_Os10g25550,41.98757896,13.51925324,101.4736497,1.101662453,0,2.812406044
LOC_Os05g23610,633.8769985,647.2342489,732.8652481,283.1272505,386.0801125,198.7433604
LOC_Os08g45220,460.5089306,437.6858236,548.1724676,201.604229,201.7071608,242.8043885
LOC_Os06g13680,93.45622414,86.1852394,110.0640116,7.711637173,13.39461615,20.62431099
LOC_Os01g57420,254.6343498,272.0749715,232.4766684,41.86317323,107.9448478,30.93646648
LOC_Os10g34614,119.1905467,121.6732792,256.1001636,38.55818587,21.27380212,42.18609066
LOC_Os01g10680,209.9378948,202.7887986,180.9344971,34.15153605,65.39724355,60.93546428
LOC_Os06g42850,125.9627369,196.029172,98.25226403,15.42327435,39.39592985,9.374686813
LOC_Os12g06620,177.4313821,70.97607951,145.4992544,34.15153605,15.75837194,16.87443626
LOC_Os03g20480,190.9757624,91.25495937,148.1837425,9.91496208,1.575837194,33.74887253
LOC_Os06g48230,181.4946962,189.2695454,107.3795235,51.77813531,16.54629054,13.12456154
LOC_Os10g13940,231.6089033,383.6088107,397.8411347,136.6061442,98.48982462,39.37368461
LOC_Os02g26470,18.96213243,43.93757303,23.62349518,0,0,0
LOC_Os02g37330,196.3935145,219.6878651,133.6875068,16.5249368,14.18253475,63.74787033
LOC_Os01g53000,689.4089578,417.4069438,568.0376795,191.6892669,235.5876605,281.2406044
LOC_Os11g33030,143.5704313,104.7742126,99.32605926,2.203324907,10.24294176,27.18659176
LOC_Os07g38440,251.9254738,319.3923578,246.4360065,123.3861948,58.30597618,66.56027637
LOC_Os06g11740,43.34201699,57.45682627,65.50150935,1.101662453,1.575837194,6.562280769
LOC_Os01g06580,20.31657047,33.7981331,57.44804509,0,0,0.937468681
LOC_Os06g43590,1355.792469,1269.119898,1248.286961,762.3504177,730.4005394,789.3486296
LOC_Os04g50970,3140.941794,2310.102397,2448.253136,1381.484716,1667.235751,1615.258538
LOC_Os03g39820,131.380489,109.8439326,103.0843426,12.11828699,24.42547651,25.31165439
LOC_Os12g36880,1.354438031,50.69719965,291.5354064,4.406649813,2.363755791,7.49974945
LOC_Os03g30580,18.96213243,6.75962662,69.79669029,0,0,0
LOC_Os06g03500,102.9372904,72.66598616,86.44051644,8.813299627,0,11.24962418
LOC_Os02g33670,67.72190155,140.2622524,79.46084741,2.203324907,18.91004633,7.49974945
LOC_Os07g46700,192.3302004,174.0603855,132.0768139,40.76151077,34.66841827,51.56077747
LOC_Os12g37970,63.65858746,21.96878651,66.57530459,0,0,3.749874725
LOC_Os09g38560,578.3450393,584.7077026,644.8140388,293.0422126,250.5581138,331.8639132
LOC_Os04g50990,850.5870835,662.4434088,637.2974721,254.4840267,430.203554,262.4912308
LOC_Os01g45380,289.8497386,297.4235713,236.7718494,13.21994944,0.787918597,0
LOC_Os01g16910,167.9503159,143.6420657,194.3569376,36.35486096,22.06172072,57.18558956
LOC_Os03g59770,4.063314093,69.28617285,56.37424985,0,0,0.937468681
LOC_Os04g01240,387.3692769,537.3903163,452.6046917,163.0460431,224.5568001,199.6808291
LOC_Os02g46210,73.13965368,153.7815056,122.4126568,0,0.787918597,20.62431099
LOC_Os01g19130,505.2053856,601.6067692,366.7010729,70.50639701,219.04137,181.8689242
LOC_Os05g49900,31.15207471,33.7981331,41.87801418,1.101662453,0,0
LOC_Os01g56790,124.6082989,170.6805722,126.1709401,25.33823643,41.75968564,24.37418571
LOC_Os07g48460,39.2787029,59.14673292,56.37424985,1.101662453,4.727511582,0
LOC_Os07g42200,621.6870563,447.8252636,387.6400799,199.4009041,152.8562078,237.1795764
LOC_Os08g09940,788.2829341,814.5350077,1383.585161,506.7647285,490.8732859,394.6743148
LOC_Os06g40020,43.34201699,1.689906655,57.44804509,0,0,0
LOC_Os02g29464,200.4568286,283.904318,216.9066375,18.72826171,32.30466248,93.74686813
LOC_Os06g46366,239.7355315,270.3850648,223.3494089,71.60805947,99.27774322,41.24862198
LOC_Os02g35080,770.6752397,586.3976093,864.942062,8.813299627,0,29.9989978
LOC_Os08g42740,1017.182961,1008.874273,1074.869031,551.9328891,462.5082164,654.3531395
LOC_Os05g40300,1378.817916,954.7972601,1544.654446,709.47062,715.4300861,595.2926126
LOC_Os04g38220,20.31657047,89.56505271,26.84488088,0,1.575837194,0
LOC_Os11g34350,386.0148389,449.5151702,505.2206582,200.5025665,175.7058471,214.680328
LOC_Os02g01920,139.5071172,91.25495937,153.5527186,25.33823643,33.09258107,18.74937363
LOC_Os07g41350,37.92426487,40.55775972,27.3817785,1.101662453,0,0
LOC_Os02g13950,52.82308321,8.449533275,27.3817785,0,0,0
LOC_Os03g18110,266.8242921,96.32467933,237.8456446,47.37148549,57.51805758,20.62431099
LOC_Os03g29460,3107.080843,3002.964126,3604.730605,1566.564009,2102.954735,2154.30303
LOC_Os04g59520,31.15207471,30.41831979,57.44804509,0,0.787918597,0.937468681
LOC_Os01g50440,40.63314093,13.51925324,30.06626659,0,0,0
LOC_Os09g32010,879.0302822,755.3882748,726.9593743,0,37.03217406,13.12456154
LOC_Os11g29720,522.81308,239.966745,483.2078559,2.203324907,0,17.81190494
LOC_Os09g39200,497.0787574,483.3133033,445.088125,242.3657397,217.4655328,142.4952396
LOC_Os06g05100,1363.919097,973.3862333,969.6370975,571.7628133,639.7899008,537.1695544
LOC_Os03g19020,841.1060173,888.8909005,789.7763956,307.3638245,295.4694739,543.7318351
LOC_Os01g09850,33.86095078,153.7815056,53.68976176,1.101662453,6.303348776,10.31215549
LOC_Os03g04250,41.98757896,35.48803975,38.65662847,1.101662453,0.787918597,0
LOC_Os01g65520,108.3550425,280.5245047,156.7741044,59.48977248,29.15298809,27.18659176
LOC_Os03g55150,2421.7352,2360.799597,3419.500927,1456.397763,1325.27908,1829.001397
LOC_Os06g05359,40.63314093,16.89906655,49.93147844,1.101662453,0,0
LOC_Os08g43510,67.72190155,87.87514606,105.7688307,1.101662453,0,14.06203022
LOC_Os06g36180,632.5225605,513.7316231,418.2432441,155.3344059,284.4386135,188.4312049
LOC_Os12g41630,52.82308321,25.34859982,9.1272595,0,0,0
LOC_Os02g36390,330.4828796,277.1446914,303.8840516,146.5211063,66.18516215,89.05952472
LOC_Os06g46060,176.076944,221.3777718,140.1302782,28.64322379,49.63887161,57.18558956
LOC_Os11g07950,167.9503159,145.3319723,382.2711038,63.89642229,62.24556916,55.3106522
LOC_Os01g25720,86.68403399,6.75962662,54.22665938,2.203324907,0,0
LOC_Os02g04230,69.07633958,35.48803975,86.97741406,2.203324907,8.667104567,0.937468681
LOC_Os12g29280,40.63314093,89.56505271,22.01280232,0,0,3.749874725
LOC_Os06g35814,740.877603,686.1021019,605.6205127,363.5486096,360.8667174,248.4292005
LOC_Os01g62650,367.0527064,414.0271305,596.4932532,163.0460431,141.0374289,235.304639
LOC_Os04g44950,66.36746352,35.48803975,55.30045462,5.508312267,1.575837194,0
LOC_Os10g30910,56.8863973,94.63477268,58.52184032,7.711637173,9.455023164,1.874937363
LOC_Os03g22960,24.37988456,28.72841313,75.70256409,0,0,1.874937363
LOC_Os08g29160,864.1314638,485.00321,861.1837787,230.2474527,276.5594275,412.4862198
LOC_Os07g04190,35.21538881,10.13943993,38.65662847,0,0,0
LOC_Os07g49270,288.4953006,488.3830233,305.4947444,136.6061442,153.6441264,108.746367
LOC_Os07g48060,201.8112666,245.036465,164.290671,19.82992416,18.91004633,79.68483791
LOC_Os09g38060,200.4568286,292.3538513,191.1355519,72.70972192,83.51937128,44.9984967
LOC_Os06g18140,29.79763668,23.65869317,26.30798326,0,0,0
LOC_Os12g40920,1128.24688,1059.571473,949.7718856,686.3357084,499.5403905,447.172561
LOC_Os03g27010,682.6367677,819.6047277,764.0053099,322.7870988,462.5082164,345.9259434
LOC_Os10g42020,293.9130527,1149.136525,2132.02044,1.101662453,27.57715089,55.3106522
LOC_Os03g01160,111.0639185,0,42.95180941,1.101662453,0,0
LOC_Os05g40780,239.7355315,562.7389161,272.7439898,126.6911821,100.0656618,125.6208033
LOC_Os07g36490,381.9515248,283.904318,221.7387161,128.894507,92.18647585,75.93496318
LOC_Os11g21804,71.78521565,30.41831979,256.6370612,2.203324907,18.12212773,0
LOC_Os07g31490,562.0917829,549.2196629,495.0196035,142.1144565,167.8266612,316.8644143
LOC_Os08g36440,17.6076944,27.03850648,35.43524276,0,0,0
LOC_Os10g07440,754.4219833,942.9679135,752.1935623,399.9034706,434.1431469,461.2345912
LOC_Os03g18220,138.1526792,184.1998254,99.32605926,19.82992416,43.33552283,20.62431099
LOC_Os08g03450,1702.528605,1524.295803,2007.460192,946.3280474,1089.69142,1063.089485
LOC_Os05g47830,116.4816707,94.63477268,168.0489543,30.84654869,2.363755791,1.874937363
LOC_Os07g10620,63.65858746,6.75962662,18.79141662,0,0,0
LOC_Os11g04370,88.03847202,140.2622524,61.20632841,4.406649813,8.667104567,21.56177967
LOC_Os08g04420,48.75976912,40.55775972,3.221385706,0,0,0
LOC_Os01g03690,79.91184383,40.55775972,98.25226403,1.101662453,0,10.31215549
LOC_Os03g15120,107.0006045,87.87514606,240.5301327,29.74488624,34.66841827,18.74937363
LOC_Os04g30450,12.18994228,25.34859982,44.56250226,0,0,0
LOC_Os05g02070,10.83550425,89.56505271,38.11973085,2.203324907,0,0
LOC_Os07g36410,1296.197196,1233.631858,1301.439825,756.8421054,724.8851092,808.0980033
LOC_Os04g20440,140.8615552,285.5942247,307.1054373,89.23465872,51.2147088,69.37268242
LOC_Os03g15540,597.3071717,500.2123699,555.6890343,295.2455375,274.1956718,208.1180472
LOC_Os01g61380,139.5071172,65.90635954,71.94428076,0,3.151674388,16.87443626
LOC_Os10g23090,180.1402581,65.90635954,159.4585924,22.03324907,12.60669755,35.62380989
LOC_Os03g07880,692.1178339,385.2987173,508.9789415,266.6023137,204.8588352,115.3086478
LOC_Os08g18110,1567.084802,1218.422698,1553.781705,876.9233129,875.3775613,763.0995066
LOC_Os12g22600,28.44319865,21.96878651,27.91867612,0,0,0
LOC_Os03g52630,264.1154161,272.0749715,310.326823,83.72634645,112.6723594,118.1210538
LOC_Os09g09830,629.8136844,877.0615539,955.1408618,230.2474527,515.2987624,255.92895
LOC_Os07g31720,902.0557287,760.4579947,620.653646,239.0607524,226.1326373,477.1715588
LOC_Os12g04360,205.8745807,175.7502921,418.2432441,14.32161189,0,1.874937363
LOC_Os02g52940,1958.517393,2085.344812,2215.23957,1402.416303,1278.003964,1273.082469
LOC_Os04g38450,170.6591919,179.1301054,110.6009092,37.45652341,29.15298809,3.749874725
LOC_Os01g72530,421.2302277,408.9574105,282.9450445,60.59143493,162.311231,139.6828335
LOC_Os01g59180,82.62071989,167.3007588,90.19879976,5.508312267,26.7892323,1.874937363
LOC_Os05g08750,71.78521565,101.3943993,185.7665757,4.406649813,0.787918597,26.24912308
LOC_Os07g43310,360.2805163,343.051051,397.3042371,136.6061442,164.6749868,169.6818313
LOC_Os05g47690,23.02544653,10.13943993,78.92394979,0,0,0.937468681
LOC_Os11g36160,31.15207471,87.87514606,108.4533188,0,11.03086036,1.874937363
LOC_Os02g10520,35.21538881,23.65869317,19.32831424,0,0,0
LOC_Os06g06760,169.3047539,123.3631858,142.2778687,13.21994944,41.75968564,34.68634121
LOC_Os04g24220,83.97515793,344.7409576,184.1558829,17.62659925,20.48588352,67.49774505
LOC_Os11g05870,163.8870018,70.97607951,109.527114,8.813299627,12.60669755,30.93646648
LOC_Os06g04340,97.51953824,217.9979585,141.7409711,34.15153605,4.727511582,31.87393516
LOC_Os10g38870,33.86095078,27.03850648,17.18072376,0,0,0
LOC_Os03g04590,3831.70519,4290.672997,4383.23215,2464.418908,2976.756459,2721.471582
LOC_Os06g49480,864.1314638,1079.850353,875.1431168,278.7206007,374.2613336,612.1670489
LOC_Os04g49550,352.1538881,408.9574105,289.9247135,124.4878572,57.51805758,159.3696758
LOC_Os07g49470,201.8112666,253.4859982,165.3644662,34.15153605,14.18253475,78.74736923
LOC_Os03g51240,5.417752124,67.5962662,16.10692853,0,0,0
LOC_Os09g26960,1007.701895,1394.17299,1479.152937,537.6112772,814.7078293,674.9774505
LOC_Os08g07010,54.17752124,163.9209455,53.15286415,14.32161189,0,0.937468681
LOC_Os03g09840,131.380489,60.83663958,161.0692853,18.72826171,12.60669755,29.06152912
LOC_Os12g09620,121.8994228,189.2695454,66.57530459,17.62659925,22.84963931,29.06152912
LOC_Os02g32504,54.17752124,141.952159,107.3795235,1.101662453,0,17.81190494
LOC_Os02g13520,104.2917284,20.27887986,42.95180941,0,3.939592985,3.749874725
LOC_Os01g55730,182.8491342,270.3850648,176.1024186,69.40473456,58.30597618,70.3101511
LOC_Os03g01250,224.8367132,454.5848902,270.5963993,103.5562706,96.91398743,128.4332093
LOC_Os05g43460,93.45622414,54.07701296,77.31325694,4.406649813,7.87918597,14.06203022
LOC_Os07g10720,1637.51558,1701.736002,1551.634115,874.719988,1043.204222,1059.33961
LOC_Os05g25950,14.89881834,45.62747968,40.26732132,0,0.787918597,0
LOC_Os02g34840,1285.361691,1095.059512,1048.561047,545.3229144,758.7656089,569.0434895
LOC_Os04g47780,157.1148116,359.9501175,185.7665757,12.11828699,60.66973197,69.37268242
LOC_Os08g08040,377.8882107,370.0895574,355.4262229,159.7410557,159.9474752,169.6818313
LOC_Os06g44310,16.25325637,27.03850648,33.28765229,0,0,0
LOC_Os01g42690,113.7727946,28.72841313,21.47590471,3.30498736,3.939592985,0.937468681
LOC_Os01g35050,272.2420442,282.2144114,514.8848153,107.9629204,147.3407776,133.1205527
LOC_Os02g48290,765.2574875,660.7535021,702.2620839,219.2308282,380.5646824,391.8619088
LOC_Os07g08330,2137.303213,2114.073225,2224.903728,1236.065273,1377.281708,1492.450141
LOC_Os01g55340,18.96213243,33.7981331,23.08659756,0,0,0
LOC_Os06g39120,246.5077217,294.043758,1846.390907,16.5249368,59.88181337,61.87293297
LOC_Os12g02080,23.02544653,55.76691961,20.93900709,1.101662453,0,0
LOC_Os01g53420,27.08876062,16.89906655,31.67695944,0,0,0
LOC_Os06g05430,306.102995,287.2841313,165.3644662,48.47314795,110.3086036,55.3106522
LOC_Os03g19400,243.7988456,287.2841313,158.3847972,30.84654869,59.09389477,91.87193077
LOC_Os07g37130,90.74734808,119.9833725,92.34639023,17.62659925,22.84963931,17.81190494
LOC_Os04g39980,94.81066217,18.5889732,100.9367521,8.813299627,6.303348776,3.749874725
LOC_Os05g48870,199.1023906,327.8418911,227.6445899,60.59143493,111.8844408,59.06052692
LOC_Os08g39860,100.2284143,175.7502921,118.1174759,24.23657397,24.42547651,38.43621593
LOC_Os09g32470,24.37988456,50.69719965,104.1581378,0,6.303348776,0
LOC_Os08g38990,24.37988456,25.34859982,24.69729041,0,0,0
LOC_Os02g01100,100.2284143,130.1228124,59.59563556,17.62659925,0,0.937468681
LOC_Os07g11070,59.59527337,84.49533275,150.8682306,11.01662453,22.84963931,9.374686813
LOC_Os02g55430,7002.444621,6783.285313,6006.810546,3220.159351,3938.017148,5012.645039
LOC_Os01g52550,163.8870018,32.10822644,104.1581378,7.711637173,0,14.9994989
LOC_Os08g10260,21.6710085,50.69719965,8.053464265,0,0,0
LOC_Os08g03640,633.8769985,861.852394,903.5986905,496.8497665,356.1392058,287.8028852
LOC_Os06g10020,62.30414943,5.069719965,56.91114747,0,0.787918597,0.937468681
LOC_Os02g35760,37.92426487,33.7981331,7.516566647,0,0,0
LOC_Os02g56990,384.6604008,537.3903163,671.1220221,257.7890141,141.8253475,248.4292005
LOC_Os06g19260,23.02544653,13.51925324,64.96461174,0,0,0.937468681
LOC_Os05g39110,484.8888151,481.6233967,406.9683942,212.6208535,211.9501026,228.7423582
LOC_Os01g54400,927.7900513,966.6266067,841.8554645,354.73531,390.8076241,614.0419862
LOC_Os03g49210,268.1787301,474.8637701,367.7748681,181.7743048,78.7918597,125.6208033
LOC_Os07g44350,161.1781257,119.9833725,219.054228,19.82992416,62.24556916,17.81190494
LOC_Os02g40330,31.15207471,27.03850648,16.10692853,0,0,0
LOC_Os03g45970,888.5113484,811.1551944,735.5497362,342.617023,521.6021112,379.6748159
LOC_Os02g53000,36.56982684,10.13943993,29.52936897,0,0,0
LOC_Os02g27760,1751.288374,1865.656947,2343.558101,1120.390715,1317.399894,1160.586227
LOC_Os02g03100,1178.361087,1157.586059,1052.856228,674.2174214,634.2744706,703.101511
LOC_Os03g56860,21.6710085,43.93757303,28.99247135,0,0.787918597,0
LOC_Os12g43550,1014.474085,976.7660466,895.0083286,544.221252,592.5147849,361.862911
LOC_Os06g37180,525.521956,757.0781814,696.8931077,351.4303226,347.4721013,292.4902286
LOC_Os07g32230,702.9533381,469.7940501,696.8931077,282.0255881,298.6211483,330.9264445
LOC_Os05g17830,14.89881834,33.7981331,25.23418803,0,0,0
LOC_Os04g57180,50.11420715,118.2934658,103.0843426,17.62659925,3.151674388,0
LOC_Os05g49760,16.25325637,55.76691961,8.053464265,0,0,0
LOC_Os07g48780,2146.784279,2512.891196,2766.633424,1277.928446,1205.515453,1818.689242
LOC_Os04g34600,13.54438031,76.04579947,96.10467356,2.203324907,0.787918597,7.49974945
LOC_Os04g49320,5.417752124,54.07701296,21.47590471,0,0,0
LOC_Os07g31380,203.1657047,221.3777718,299.5888706,74.91304683,71.70059233,103.1215549
LOC_Os01g08320,698.890024,618.5058357,588.9766866,330.498736,223.7688815,363.7378483
LOC_Os12g17430,9.481066217,33.7981331,32.21385706,0,0,0
LOC_Os09g31200,8119.855996,8245.05457,6215.126822,4375.803265,4737.754524,5407.319354
LOC_Os11g31480,5.417752124,60.83663958,16.10692853,0,0,0
LOC_Os06g04020,40939.24393,30220.60071,28621.4751,22470.60906,21343.92687,21361.16137
LOC_Os04g32920,50.11420715,77.73570613,53.68976176,0,3.939592985,8.437218132
LOC_Os02g19140,1653.768836,1596.961789,1564.519658,1093.950816,988.8378392,908.4071522
LOC_Os09g28910,177.4313821,228.1373984,189.524859,56.18478512,78.7918597,55.3106522
