,Distance,Treatment,time,mean,se
8553,2.989,0 min,15 min,43.16755,2.594571376
8554,3.103,0 min,15 min,43.012675,2.596993876
8555,3.218,0 min,15 min,43.1389,2.791448578
8556,3.333,0 min,15 min,43.147325,2.906110306
8557,3.448,0 min,15 min,43.194675,2.97568042
8558,3.563,0 min,15 min,43.3616,3.183684562
8559,3.678,0 min,15 min,43.2933,3.184231317
8560,3.793,0 min,15 min,43.447625,3.377032193
8561,3.908,0 min,15 min,43.4155,3.427475018
8562,4.023,0 min,15 min,43.3904,3.470691578
8563,4.138,0 min,15 min,43.4024,3.620119122
8564,4.253,0 min,15 min,43.218325,3.527247317
8565,4.368,0 min,15 min,43.300975,3.660590635
8566,4.483,0 min,15 min,43.19615,3.619817054
8567,4.598,0 min,15 min,43.1342,3.673279299
8568,4.713,0 min,15 min,43.071275,3.781459756
8569,4.828,0 min,15 min,42.8352,3.704495881
8570,4.943,0 min,15 min,42.8558,3.820626735
8571,5.057,0 min,15 min,42.727325,3.716051374
8572,5.172,0 min,15 min,42.699325,3.757984828
8573,5.287,0 min,15 min,42.653325,3.776872557
8574,5.402,0 min,15 min,42.446975,3.63361361
8575,5.517,0 min,15 min,42.5307,3.726569658
8576,5.632,0 min,15 min,42.36285,3.564888614
8577,5.747,0 min,15 min,42.36595,3.605487919
8578,5.862,0 min,15 min,42.362425,3.573491488
8579,5.977,0 min,15 min,42.23175,3.440767661
8580,6.092,0 min,15 min,42.3589,3.515529732
8581,6.207,0 min,15 min,42.155175,3.406845574
8582,6.322,0 min,15 min,42.12815,3.505169303
8583,6.437,0 min,15 min,42.048375,3.51612433
8584,6.552,0 min,15 min,41.9161,3.461579852
8585,6.667,0 min,15 min,42.016575,3.551699591
8586,6.782,0 min,15 min,41.8109,3.48017315
8587,6.897,0 min,15 min,41.8274,3.592557205
8588,7.011,0 min,15 min,41.6868,3.580635869
8589,7.126,0 min,15 min,41.599025,3.536736949
8590,7.241,0 min,15 min,41.719975,3.602334429
8591,7.356,0 min,15 min,41.5263,3.452441805
8592,7.471,0 min,15 min,41.6596,3.506306847
8593,7.586,0 min,15 min,41.547125,3.458283612
8594,7.701,0 min,15 min,41.506475,3.443082576
8595,7.816,0 min,15 min,41.531475,3.51548622
8596,7.931,0 min,15 min,41.2901,3.39122345
8597,8.046,0 min,15 min,41.338675,3.447596425
8598,8.161,0 min,15 min,41.169875,3.37983873
8599,8.276,0 min,15 min,41.08955,3.380383921
8600,8.391,0 min,15 min,41.02495,3.4827898
8601,8.506,0 min,15 min,40.79155,3.429429618
8602,8.621,0 min,15 min,40.863625,3.585453031
8603,8.736,0 min,15 min,40.70665,3.516524368
8604,8.851,0 min,15 min,40.7239,3.555328833
8605,8.966,0 min,15 min,40.72605,3.621238469
8606,9.08,0 min,15 min,40.5876,3.53207492
8607,9.195,0 min,15 min,40.658875,3.69206198
8608,9.31,0 min,15 min,40.481125,3.594227726
8609,9.425,0 min,15 min,40.497425,3.656288229
8610,9.54,0 min,15 min,40.5384,3.666099205
8611,9.655,0 min,15 min,40.4406,3.563789774
8612,9.77,0 min,15 min,40.5107,3.649826908
8613,9.885,0 min,15 min,40.321375,3.529842607
8614,10,0 min,15 min,40.346425,3.63401252
8615,10.115,0 min,15 min,40.334425,3.671474279
8616,10.23,0 min,15 min,40.269925,3.680700919
8617,10.345,0 min,15 min,40.42995,3.806745742
8618,10.46,0 min,15 min,40.33585,3.735437362
8619,10.575,0 min,15 min,40.511575,3.847868105
8620,10.69,0 min,15 min,40.516775,3.807048901
8621,10.805,0 min,15 min,40.508675,3.803850844
8622,10.92,0 min,15 min,40.687525,3.885561972
8623,11.034,0 min,15 min,40.555225,3.776699513
8624,11.149,0 min,15 min,40.791675,3.857259553
8625,11.264,0 min,15 min,40.818175,3.789777292
8626,11.379,0 min,15 min,40.86385,3.757975911
8627,11.494,0 min,15 min,41.081725,3.791994038
8628,11.609,0 min,15 min,41.0428,3.717464679
8629,11.724,0 min,15 min,41.351125,3.802295762
8630,11.839,0 min,15 min,41.366275,3.737740438
8631,11.954,0 min,15 min,41.453775,3.699431187
8632,12.069,0 min,15 min,41.5711,3.695867751
8633,12.184,0 min,15 min,41.52095,3.5885691
8634,12.299,0 min,15 min,41.83125,3.672721636
8635,12.414,0 min,15 min,41.838975,3.618834324
8636,12.529,0 min,15 min,41.952075,3.629284982
8637,12.644,0 min,15 min,41.947925,3.657843327
8638,12.759,0 min,15 min,41.761125,3.590814346
8639,12.874,0 min,15 min,41.875125,3.673202775
8640,12.989,0 min,15 min,41.65035,3.55968545
8641,13.103,0 min,15 min,41.65615,3.567254473
8642,13.218,0 min,15 min,41.57365,3.581537784
8643,13.333,0 min,15 min,41.42085,3.53247672
8644,13.448,0 min,15 min,41.507125,3.657984108
8645,13.563,0 min,15 min,41.335675,3.606781533
8646,13.678,0 min,15 min,41.417875,3.705905441
8647,13.793,0 min,15 min,41.336975,3.696188851
8648,13.908,0 min,15 min,41.161025,3.634748288
8649,14.023,0 min,15 min,41.124375,3.728961052
8650,14.138,0 min,15 min,40.79145,3.589955319
8651,14.253,0 min,15 min,40.734225,3.650382294
8652,14.368,0 min,15 min,40.551475,3.5700885
8653,14.483,0 min,15 min,40.382225,3.535330616
8654,14.598,0 min,15 min,40.391025,3.621592562
8655,14.713,0 min,15 min,40.151375,3.501220512
8656,14.828,0 min,15 min,40.22885,3.604103565
8657,14.943,0 min,15 min,40.1387,3.536291248
8658,15.057,0 min,15 min,40.076875,3.556479105
8659,15.172,0 min,15 min,40.1687,3.640776965
8660,15.287,0 min,15 min,39.992825,3.541403344
8661,15.402,0 min,15 min,40.196875,3.66670008
8662,15.517,0 min,15 min,40.165825,3.615621423
8663,15.632,0 min,15 min,40.2443,3.695002232
8664,15.747,0 min,15 min,40.383125,3.777103272
8665,15.862,0 min,15 min,40.270525,3.689964012
8666,15.977,0 min,15 min,40.491025,3.804903289
8667,16.092,0 min,15 min,40.373675,3.675900812
8668,16.207,0 min,15 min,40.464025,3.678323551
8669,16.322,0 min,15 min,40.502825,3.637758181
8670,16.437,0 min,15 min,40.31075,3.44685929
8671,16.552,0 min,15 min,40.414675,3.465664552
8672,16.667,0 min,15 min,40.250725,3.298494282
8673,16.782,0 min,15 min,40.3435,3.282798599
8674,16.897,0 min,15 min,40.361775,3.216654334
8675,17.011,0 min,15 min,40.250925,3.07884535
8676,17.126,0 min,15 min,40.325175,3.167350571
8677,17.241,0 min,15 min,40.037475,3.043573429
8678,17.356,0 min,15 min,40.010475,3.119426895
8679,17.471,0 min,15 min,39.88455,3.113814013
8680,17.586,0 min,15 min,39.804825,3.043513606
8681,17.701,0 min,15 min,39.94435,3.140441052
8682,17.816,0 min,15 min,39.763775,2.923462489
8683,17.931,0 min,15 min,39.91415,3.007145397
8684,18.046,0 min,15 min,39.8065,2.950892058
8685,18.161,0 min,15 min,39.71965,2.86973731
8686,18.276,0 min,15 min,39.804125,2.928337549
8687,18.391,0 min,15 min,39.692775,2.748533538
8688,18.506,0 min,15 min,39.86565,2.835264275
8689,18.621,0 min,15 min,39.816325,2.754722726
8690,18.736,0 min,15 min,39.78975,2.772513616
8691,18.851,0 min,15 min,39.840825,2.877399734
8692,18.966,0 min,15 min,39.663225,2.750102678
8693,19.08,0 min,15 min,39.8304,2.901158155
8694,19.195,0 min,15 min,39.756225,2.767505956
8695,19.31,0 min,15 min,39.75915,2.775419394
8696,19.425,0 min,15 min,39.7592,2.817257109
8697,19.54,0 min,15 min,39.50445,2.696262913
8698,19.655,0 min,15 min,39.577225,2.854589734
8699,19.77,0 min,15 min,39.330225,2.706634197
8700,19.885,0 min,15 min,39.26505,2.736473458
8701,20,0 min,15 min,39.2276,2.734857666
8702,20.115,0 min,15 min,39.0533,2.630892909
8703,20.23,0 min,15 min,39.1945,2.74264332
8704,20.345,0 min,15 min,38.9999,2.594785255
8705,20.46,0 min,15 min,39.027375,2.661330059
8706,20.575,0 min,15 min,38.94405,2.618861679
8707,20.69,0 min,15 min,38.71845,2.498756777
8708,20.805,0 min,15 min,38.82815,2.570457188
8709,20.92,0 min,15 min,38.59385,2.342895487
8710,21.034,0 min,15 min,38.66325,2.356657082
8711,21.149,0 min,15 min,38.539025,2.29438215
8712,21.264,0 min,15 min,38.37925,2.229013339
8713,21.379,0 min,15 min,38.459425,2.368523155
8714,21.494,0 min,15 min,38.21035,2.219720719
8715,21.609,0 min,15 min,38.361925,2.343914936
8716,21.724,0 min,15 min,38.324075,2.325713659
8717,21.839,0 min,15 min,38.3136,2.287893733
8718,21.954,0 min,15 min,38.3797,2.378997123
8719,22.069,0 min,15 min,38.1545,2.266884027
8720,22.184,0 min,15 min,38.27175,2.455191963
8721,22.299,0 min,15 min,38.139075,2.432161128
8722,22.414,0 min,15 min,38.127425,2.468349649
8723,22.529,0 min,15 min,38.17565,2.595639587
8724,22.644,0 min,15 min,38.031225,2.478608721
8725,22.759,0 min,15 min,38.189625,2.630113017
8726,22.874,0 min,15 min,38.11415,2.558146484
8727,22.989,0 min,15 min,38.2044,2.607193195
8728,23.103,0 min,15 min,38.25735,2.662103644
8729,23.218,0 min,15 min,38.0766,2.518457844
8730,23.333,0 min,15 min,38.2392,2.675697947
8731,23.448,0 min,15 min,38.164,2.58808867
8732,23.563,0 min,15 min,38.279825,2.681138287
8733,23.678,0 min,15 min,38.3421,2.722156577
8734,23.793,0 min,15 min,38.231875,2.653170612
8735,23.908,0 min,15 min,38.4309,2.836278086
8736,24.023,0 min,15 min,38.3093,2.717379159
8737,24.138,0 min,15 min,38.472975,2.76914941
8738,24.253,0 min,15 min,38.545875,2.717226681
8739,24.368,0 min,15 min,38.44825,2.622195041
8740,24.483,0 min,15 min,38.609775,2.737261818
8741,24.598,0 min,15 min,38.447425,2.596859359
8742,24.713,0 min,15 min,38.624875,2.714444303
8743,24.828,0 min,15 min,38.6684,2.700551703
8744,24.943,0 min,15 min,38.65035,2.661056529
8745,25.057,0 min,15 min,38.8581,2.763336321
8746,25.172,0 min,15 min,38.686025,2.640215344
8747,25.287,0 min,15 min,38.7922,2.754974808
8748,25.402,0 min,15 min,38.67155,2.730982429
8749,25.517,0 min,15 min,38.57935,2.740945167
8750,25.632,0 min,15 min,38.621375,2.832951635
8751,25.747,0 min,15 min,38.3418,2.729039683
8752,25.862,0 min,15 min,38.402625,2.847100216
8753,25.977,0 min,15 min,38.1719,2.766392225
8754,26.092,0 min,15 min,38.117375,2.783251507
8755,26.207,0 min,15 min,38.139275,2.887485165
8756,26.322,0 min,15 min,37.902325,2.765000005
8757,26.437,0 min,15 min,38.105,2.952846566
8758,26.552,0 min,15 min,37.985525,2.88374181
8759,26.667,0 min,15 min,38.0549,2.899736817
8760,26.782,0 min,15 min,38.07495,2.946755974
8761,26.897,0 min,15 min,37.889675,2.823815867
8762,27.011,0 min,15 min,37.944725,2.97465178
8763,27.126,0 min,15 min,37.633125,2.827938317
8764,27.241,0 min,15 min,37.5645,2.842090254
8765,27.356,0 min,15 min,37.449725,2.828517425
8766,27.471,0 min,15 min,37.217875,2.678886222
8767,27.586,0 min,15 min,37.226575,2.813578968
8768,27.701,0 min,15 min,36.9482,2.647660251
8769,27.816,0 min,15 min,36.987725,2.75315238
8770,27.931,0 min,15 min,36.91815,2.736076477
8771,28.046,0 min,15 min,36.756975,2.631504694
8772,28.161,0 min,15 min,36.825025,2.804624517
8773,28.276,0 min,15 min,36.571475,2.633986039
8774,28.391,0 min,15 min,36.607,2.769389065
8775,28.506,0 min,15 min,36.52635,2.763938824
8776,28.621,0 min,15 min,36.404225,2.796882098
8777,28.736,0 min,15 min,36.544225,3.022821801
8778,28.851,0 min,15 min,36.410675,2.938519408
8779,28.966,0 min,15 min,36.59665,3.116937049
8780,29.08,0 min,15 min,36.605475,3.077739959
8781,29.195,0 min,15 min,36.619,3.110928224
8782,29.31,0 min,15 min,36.82635,3.259547937
8783,29.425,0 min,15 min,36.70605,3.16276359
8784,29.54,0 min,15 min,36.899425,3.377575401
8785,29.655,0 min,15 min,36.8004,3.334168361
8786,29.77,0 min,15 min,36.787475,3.395817532
8787,29.885,0 min,15 min,36.857975,3.517463781
8788,30,0 min,15 min,36.630675,3.398710334
8789,30.115,0 min,15 min,36.7411,3.56120026
8790,30.23,0 min,15 min,36.580025,3.477031926
8791,30.345,0 min,15 min,36.640775,3.560269941
8792,30.46,0 min,15 min,36.7151,3.649850523
8793,30.575,0 min,15 min,36.571175,3.549508147
8794,30.69,0 min,15 min,36.748975,3.740733428
8795,30.805,0 min,15 min,36.5724,3.615478359
8796,30.92,0 min,15 min,36.633925,3.692301309
8797,31.034,0 min,15 min,36.551475,3.708310815
8798,31.149,0 min,15 min,36.335175,3.581210517
8799,31.264,0 min,15 min,36.44185,3.752635909
8800,31.379,0 min,15 min,36.206275,3.566757918
8801,31.494,0 min,15 min,36.31125,3.641134849
8802,31.609,0 min,15 min,36.246025,3.62219866
8803,31.724,0 min,15 min,36.10625,3.516396111
8804,31.839,0 min,15 min,36.1644,3.666543138
8805,31.954,0 min,15 min,35.8945,3.510930952
8806,32.069,0 min,15 min,35.8727,3.631087378
8807,32.184,0 min,15 min,35.640275,3.560945566
8808,32.299,0 min,15 min,35.415425,3.473486592
8809,32.414,0 min,15 min,35.351025,3.579165016
8810,32.529,0 min,15 min,35.000175,3.356350076
8811,32.644,0 min,15 min,34.943825,3.466273016
8812,32.759,0 min,15 min,34.656025,3.337090866
8813,32.874,0 min,15 min,34.4586,3.297399546
8814,32.989,0 min,15 min,34.440375,3.420651855
8815,33.103,0 min,15 min,34.140325,3.255544328
8816,33.218,0 min,15 min,34.20825,3.454625611
8817,33.333,0 min,15 min,34.02295,3.386565872
8818,33.448,0 min,15 min,33.9049,3.405447232
8819,33.563,0 min,15 min,33.882325,3.458669032
8820,33.678,0 min,15 min,33.686125,3.318225523
8821,33.793,0 min,15 min,33.818875,3.48085856
8822,33.908,0 min,15 min,33.721025,3.391141514
8823,34.023,0 min,15 min,33.8094,3.478173489
8824,34.138,0 min,15 min,33.925025,3.536128296
8825,34.253,0 min,15 min,33.7709,3.405358375
8826,34.368,0 min,15 min,33.9926,3.581133527
8827,34.483,0 min,15 min,33.921975,3.436053765
8828,34.598,0 min,15 min,34.146875,3.497436007
8829,34.713,0 min,15 min,34.289025,3.482186208
8830,34.828,0 min,15 min,34.22295,3.352418511
8831,34.943,0 min,15 min,34.4447,3.48160134
8832,35.057,0 min,15 min,34.33375,3.294553607
8833,35.172,0 min,15 min,34.531075,3.355766547
8834,35.287,0 min,15 min,34.58765,3.301224188
8835,35.402,0 min,15 min,34.58185,3.186425832
8836,35.517,0 min,15 min,34.796675,3.294413056
8837,35.632,0 min,15 min,34.635225,3.088507639
8838,35.747,0 min,15 min,34.8416,3.189012011
8839,35.862,0 min,15 min,34.802425,3.095185492
8840,35.977,0 min,15 min,34.798925,2.991744021
8841,36.092,0 min,15 min,34.96935,3.082134433
8842,36.207,0 min,15 min,34.79425,2.883214145
8843,36.322,0 min,15 min,34.962125,3.027657023
8844,36.437,0 min,15 min,34.819125,2.943033236
8845,36.552,0 min,15 min,34.75265,2.888733542
8846,36.667,0 min,15 min,34.817175,2.92814086
8847,36.782,0 min,15 min,34.647725,2.699318129
8848,36.897,0 min,15 min,34.818025,2.800057939
8849,37.011,0 min,15 min,34.7306,2.674465138
8850,37.126,0 min,15 min,34.7955,2.712932592
8851,37.241,0 min,15 min,34.9311,2.807471484
8852,37.356,0 min,15 min,34.84895,2.657562958
8853,37.471,0 min,15 min,35.1176,2.850077964
8854,37.586,0 min,15 min,35.045025,2.695645247
8855,37.701,0 min,15 min,35.075275,2.745862875
8856,37.816,0 min,15 min,35.089075,2.790857946
8857,37.931,0 min,15 min,34.926575,2.68586176
8858,38.046,0 min,15 min,35.12095,2.892978321
8859,38.161,0 min,15 min,34.998625,2.765167999
8860,38.276,0 min,15 min,35.1354,2.890501932
8861,38.391,0 min,15 min,35.218325,2.931548919
8862,38.506,0 min,15 min,35.11185,2.845087747
8863,38.621,0 min,15 min,35.3243,3.040207893
8864,38.736,0 min,15 min,35.17895,2.935281417
8865,38.851,0 min,15 min,35.350225,3.097138072
8866,38.966,0 min,15 min,35.422275,3.119046775
8867,39.08,0 min,15 min,35.4549,3.082677689
8868,39.195,0 min,15 min,35.780175,3.243548367
8869,39.31,0 min,15 min,35.731925,3.097366893
8870,39.425,0 min,15 min,36.042825,3.271381143
8871,39.54,0 min,15 min,36.11185,3.267081947
8872,39.655,0 min,15 min,36.2008,3.268326597
8873,39.77,0 min,15 min,36.4909,3.425732702
8874,39.885,0 min,15 min,36.42545,3.304231849
8875,40,0 min,15 min,36.71045,3.488707778
8876,40.115,0 min,15 min,36.677875,3.417090473
8877,40.23,0 min,15 min,36.6891,3.362921913
8878,40.345,0 min,15 min,36.790125,3.388187449
8879,40.46,0 min,15 min,36.6396,3.169689434
8880,40.575,0 min,15 min,36.828625,3.270562102
8881,40.69,0 min,15 min,36.6683,3.13365289
8882,40.805,0 min,15 min,36.710075,3.132948803
8883,40.92,0 min,15 min,36.709525,3.160097362
8884,41.034,0 min,15 min,36.444025,2.960643262
8885,41.149,0 min,15 min,36.5543,3.096137814
8886,41.264,0 min,15 min,36.355925,2.932763766
8887,41.379,0 min,15 min,36.440225,2.940785433
8888,41.494,0 min,15 min,36.513975,2.931570552
8889,41.609,0 min,15 min,36.45405,2.761648682
8890,41.724,0 min,15 min,36.70445,2.888058432
8891,41.839,0 min,15 min,36.560675,2.626991738
8892,41.954,0 min,15 min,36.624025,2.597862726
8893,42.069,0 min,15 min,36.604975,2.547500458
8894,42.184,0 min,15 min,36.471075,2.43333218
8895,42.299,0 min,15 min,36.59975,2.578275262
8896,42.414,0 min,15 min,36.31305,2.362956966
8897,42.529,0 min,15 min,36.29155,2.417007303
8898,42.644,0 min,15 min,36.168775,2.304836989
8899,42.759,0 min,15 min,36.02675,2.182590528
8900,42.874,0 min,15 min,36.1754,2.24624752
8901,42.989,0 min,15 min,35.924575,1.964181308
8902,43.103,0 min,15 min,36.019275,2.002914412
8903,43.218,0 min,15 min,35.922625,1.867828425
8904,43.333,0 min,15 min,35.8548,1.7776401
8905,43.448,0 min,15 min,36.0086,1.845697452
8906,43.563,0 min,15 min,35.784025,1.630520031
8907,43.678,0 min,15 min,35.900275,1.729559914
8908,43.793,0 min,15 min,35.752325,1.623682191
8909,43.908,0 min,15 min,35.70215,1.603518678
8910,44.023,0 min,15 min,35.724175,1.684051567
8911,44.138,0 min,15 min,35.384625,1.562911244
8912,44.253,0 min,15 min,35.448125,1.757469286
8913,44.368,0 min,15 min,35.1708,1.686316377
8914,44.483,0 min,15 min,35.0619,1.742830238
8915,44.598,0 min,15 min,34.919075,1.829433522
8916,44.713,0 min,15 min,34.4927,1.697547408
8917,44.828,0 min,15 min,34.49845,1.914269545
8918,44.943,0 min,15 min,34.142825,1.790277569
8919,45.057,0 min,15 min,34.0839,1.912950157
8920,45.172,0 min,15 min,33.932275,2.042909928
8921,45.287,0 min,15 min,33.561125,1.961301113
8922,45.402,0 min,15 min,33.42145,2.198843836
8923,45.517,0 min,15 min,32.87155,2.054389454
8924,45.632,0 min,15 min,32.6203,2.180203154
8925,45.747,0 min,15 min,32.275875,2.218964753
8926,45.862,0 min,15 min,31.909225,2.157768511
8927,45.977,0 min,15 min,31.845975,2.393898646
8928,46.092,0 min,15 min,31.405475,2.259862835
8929,46.207,0 min,15 min,31.266875,2.494607654
8930,46.322,0 min,15 min,30.93735,2.564091054
8931,46.437,0 min,15 min,30.58095,2.587132382
8932,46.552,0 min,15 min,30.463825,2.866499955
8933,46.667,0 min,15 min,29.938025,2.793976284
8934,46.782,0 min,15 min,29.74635,3.112174748
8935,46.897,0 min,15 min,29.311825,3.185067527
8936,47.011,0 min,15 min,28.88525,3.290134847
8937,47.126,0 min,15 min,28.674175,3.547246906
8938,47.241,0 min,15 min,28.16225,3.4475585
8939,47.356,0 min,15 min,28.049,3.705401298
8940,47.471,0 min,15 min,27.700325,3.689976048
8941,47.586,0 min,15 min,27.434925,3.774831989
8942,47.701,0 min,15 min,27.303125,3.951999555
8943,47.816,0 min,15 min,26.899975,3.847746179
8944,47.931,0 min,15 min,26.946025,4.105114526
8945,48.046,0 min,15 min,26.671475,4.046408385
8946,48.161,0 min,15 min,26.6145,4.159280966
8947,48.276,0 min,15 min,26.5952,4.289549181
8948,48.391,0 min,15 min,26.281225,4.192927551
8949,48.506,0 min,15 min,26.444125,4.44214489
8950,48.621,0 min,15 min,26.21105,4.314091609
8951,48.736,0 min,15 min,26.24115,4.402721255
8952,48.851,0 min,15 min,26.213075,4.452196117
8953,48.966,0 min,15 min,26.004125,4.365165944
8954,49.08,0 min,15 min,26.23435,4.61491258
8955,49.195,0 min,15 min,26.0842,4.517512705
8956,49.31,0 min,15 min,26.296275,4.708034348
8957,49.425,0 min,15 min,26.326475,4.800568949
8958,49.54,0 min,15 min,26.23545,4.793217577
8959,49.655,0 min,15 min,26.452375,5.062478474
8960,49.77,0 min,15 min,26.29555,4.973584166
8961,49.885,0 min,15 min,26.5173,5.217232153
8962,50,0 min,15 min,26.4823,5.261128671
8963,50.115,0 min,15 min,26.4201,5.250276818
8964,50.23,0 min,15 min,26.5858,5.460306924
8965,50.345,0 min,15 min,26.445325,5.304471777
8966,50.46,0 min,15 min,26.6906,5.48517615
8967,50.575,0 min,15 min,26.68285,5.426254641
8968,50.69,0 min,15 min,26.726375,5.418676527
8969,50.805,0 min,15 min,26.860725,5.588745694
8970,50.92,0 min,15 min,26.6725,5.442416836
8971,51.034,0 min,15 min,26.874475,5.683354397
8972,51.149,0 min,15 min,26.8054,5.609209374
8973,51.264,0 min,15 min,26.886175,5.663907182
8974,51.379,0 min,15 min,27.04395,5.796405806
8975,51.494,0 min,15 min,26.9092,5.642813873
8976,51.609,0 min,15 min,27.134325,5.930733145
8977,51.724,0 min,15 min,27.036675,5.846058079
8978,51.839,0 min,15 min,27.134625,5.921945477
8979,51.954,0 min,15 min,27.28085,5.973487253
8980,52.069,0 min,15 min,27.148275,5.797761523
8981,52.184,0 min,15 min,27.366375,6.017681411
8982,52.299,0 min,15 min,27.2631,5.891243624
8983,52.414,0 min,15 min,27.42985,6.062002645
8984,52.529,0 min,15 min,27.581325,6.211219472
8985,52.644,0 min,15 min,27.509775,6.211406695
8986,52.759,0 min,15 min,27.73345,6.498333712
8987,52.874,0 min,15 min,27.57165,6.364695859
8988,52.989,0 min,15 min,27.7544,6.524112477
8989,53.103,0 min,15 min,27.7576,6.51654628
8990,53.218,0 min,15 min,27.573,6.38733467
8991,53.333,0 min,15 min,27.672675,6.533396294
8992,53.448,0 min,15 min,27.336625,6.281923979
8993,53.563,0 min,15 min,27.43985,6.380157414
8994,53.678,0 min,15 min,27.31295,6.256217016
8995,53.793,0 min,15 min,27.146125,6.073413996
8996,53.908,0 min,15 min,27.2196,6.129286132
8997,54.023,0 min,15 min,26.9563,5.879047198
8998,54.138,0 min,15 min,27.176925,6.029081058
8999,54.253,0 min,15 min,27.15285,5.924053994
9000,54.368,0 min,15 min,27.2177,5.89635069
9001,54.483,0 min,15 min,27.452,6.054164448
9002,54.598,0 min,15 min,27.36635,5.915834726
9003,54.713,0 min,15 min,27.64455,6.138566719
9004,54.828,0 min,15 min,27.556375,6.024829828
9005,54.943,0 min,15 min,27.6444,5.986965778
9006,55.057,0 min,15 min,27.74225,6.001573508
9007,55.172,0 min,15 min,27.630675,5.716851831
9008,55.287,0 min,15 min,27.8607,5.781659445
9009,55.402,0 min,15 min,27.733075,5.49006806
9010,55.517,0 min,15 min,27.798325,5.380046056
9011,55.632,0 min,15 min,27.837775,5.294028672
9012,55.747,0 min,15 min,27.712825,5.017868093
9013,55.862,0 min,15 min,27.9349,5.067129223
9014,55.977,0 min,15 min,27.871,4.769596796
9015,56.092,0 min,15 min,28.054,4.705981747
9016,56.207,0 min,15 min,28.189975,4.584314649
9017,56.322,0 min,15 min,28.1511,4.338656334
9018,56.437,0 min,15 min,28.405375,4.396265712
9019,56.552,0 min,15 min,28.242,4.097697733
9020,56.667,0 min,15 min,28.42745,4.078843892
9021,56.782,0 min,15 min,28.504375,3.920097364
9022,56.897,0 min,15 min,28.49945,3.697425496
9023,57.011,0 min,15 min,28.82395,3.710840097
9024,57.126,0 min,15 min,28.682525,3.407095929
9025,57.241,0 min,15 min,28.921825,3.37391264
9026,57.356,0 min,15 min,28.961175,3.194722746
9027,57.471,0 min,15 min,29.031875,3.067034737
9028,57.586,0 min,15 min,29.402225,3.090054953
9029,57.701,0 min,15 min,29.37145,2.894616785
9030,57.816,0 min,15 min,29.802125,2.929935486
9031,57.931,0 min,15 min,29.929975,2.795000407
9032,58.046,0 min,15 min,30.102525,2.684914832
9033,58.161,0 min,15 min,30.4147,2.633945202
9034,58.276,0 min,15 min,30.2958,2.462721754
9035,58.391,0 min,15 min,30.569175,2.430985949
9036,58.506,0 min,15 min,30.354225,2.250333509
9037,58.621,0 min,15 min,30.2778,2.077888513
9038,58.736,0 min,15 min,30.287675,1.915089138
9039,58.851,0 min,15 min,30.079675,1.738230042
9040,58.966,0 min,15 min,30.338475,1.657712418
9041,59.08,0 min,15 min,30.256925,1.593609861
9042,59.195,0 min,15 min,30.48435,1.558393397
9043,59.31,0 min,15 min,30.74755,1.549031533
9044,59.425,0 min,15 min,30.820025,1.610478144
9045,59.54,0 min,15 min,31.24985,1.600590713
9046,59.655,0 min,15 min,31.24245,1.74043639
9047,59.77,0 min,15 min,31.5188,1.751511087
9048,59.885,0 min,15 min,31.6015,1.735519678
9049,60,0 min,15 min,31.44645,1.732067961
9050,60.115,0 min,15 min,31.583175,1.530805298
9051,60.23,0 min,15 min,31.318125,1.60363449
9052,60.345,0 min,15 min,31.353575,1.464122746
9053,60.46,0 min,15 min,31.136825,1.43844054
9054,60.575,0 min,15 min,30.825225,1.447727776
9055,60.69,0 min,15 min,30.817325,1.260756744
9056,60.805,0 min,15 min,30.503175,1.399276641
9057,60.92,0 min,15 min,30.60345,1.261778157
9058,61.034,0 min,15 min,30.51065,1.31246516
9059,61.149,0 min,15 min,30.42195,1.373278338
9060,61.264,0 min,15 min,30.537125,1.322784271
9061,61.379,0 min,15 min,30.3389,1.530391529
9062,61.494,0 min,15 min,30.624875,1.530639459
9063,61.609,0 min,15 min,30.624275,1.689032247
9064,61.724,0 min,15 min,30.640075,1.825580097
9065,61.839,0 min,15 min,30.768275,1.839898941
9066,61.954,0 min,15 min,30.449075,1.950865301
9067,62.069,0 min,15 min,30.552025,1.825725565
9068,62.184,0 min,15 min,30.251925,1.817703165
9069,62.299,0 min,15 min,30.023125,1.749933893
9070,62.414,0 min,15 min,29.901425,1.600973531
9071,62.529,0 min,15 min,29.4805,1.51922626
9072,62.644,0 min,15 min,29.59265,1.276222803
9073,62.759,0 min,15 min,29.3113,1.111842657
9074,62.874,0 min,15 min,29.2678,0.888286533
9075,62.989,0 min,15 min,29.16985,0.699980319
9076,63.103,0 min,15 min,28.829075,0.590469527
9077,63.218,0 min,15 min,28.862525,0.629740104
9078,63.333,0 min,15 min,28.434525,0.65180593
9079,63.448,0 min,15 min,28.314125,0.840718774
9080,63.563,0 min,15 min,28.031225,1.054887175
9081,63.678,0 min,15 min,27.5838,1.234720941
9082,63.793,0 min,15 min,27.449925,1.601209585
9083,63.908,0 min,15 min,26.897825,1.7350556
9084,64.023,0 min,15 min,26.71385,1.966727044
9085,64.138,0 min,15 min,26.298725,2.114878218
9086,64.253,0 min,15 min,25.944175,2.145749784
9087,64.368,0 min,15 min,25.868425,2.401726999
9088,64.483,0 min,15 min,25.460775,2.416317547
9089,64.598,0 min,15 min,25.57065,2.72327792
9090,64.713,0 min,15 min,25.439475,2.875620938
