"","TXNAME","GENEID"
"4283","LOC_Os01g40950.1","LOC_Os01g40950"
"4284","LOC_Os01g40960.1","LOC_Os01g40960"
"4285","LOC_Os01g40970.1","LOC_Os01g40970"
"4286","LOC_Os01g40980.1","LOC_Os01g40980"
"4287","LOC_Os01g40980.2","LOC_Os01g40980"
"4288","LOC_Os01g40990.3","LOC_Os01g40990"
"4289","LOC_Os01g40990.2","LOC_Os01g40990"
"4290","LOC_Os01g41000.1","LOC_Os01g41000"
"4291","LOC_Os01g41010.1","LOC_Os01g41010"
"4292","LOC_Os01g41010.2","LOC_Os01g41010"
"4293","LOC_Os01g41020.1","LOC_Os01g41020"
"4294","LOC_Os01g41030.1","LOC_Os01g41030"
"4295","LOC_Os01g41040.1","LOC_Os01g41040"
"4296","LOC_Os01g41050.1","LOC_Os01g41050"
"4297","LOC_Os01g41060.1","LOC_Os01g41060"
"4298","LOC_Os01g41070.1","LOC_Os01g41070"
"4299","LOC_Os01g41080.1","LOC_Os01g41080"
"4300","LOC_Os01g41090.1","LOC_Os01g41090"
"4301","LOC_Os01g41100.1","LOC_Os01g41100"
"4302","LOC_Os01g41110.1","LOC_Os01g41110"
"4303","LOC_Os01g41120.1","LOC_Os01g41120"
"4304","LOC_Os01g41140.1","LOC_Os01g41140"
"4305","LOC_Os01g41145.1","LOC_Os01g41145"
"4306","LOC_Os01g41160.1","LOC_Os01g41160"
"4307","LOC_Os01g41170.1","LOC_Os01g41170"
"4308","LOC_Os01g41180.1","LOC_Os01g41180"
"4309","LOC_Os01g41190.2","LOC_Os01g41190"
"4310","LOC_Os01g41190.1","LOC_Os01g41190"
"4311","LOC_Os01g41200.1","LOC_Os01g41200"
"4312","LOC_Os01g41210.1","LOC_Os01g41210"
"4313","LOC_Os01g41220.1","LOC_Os01g41220"
"4314","LOC_Os01g41220.2","LOC_Os01g41220"
"4315","LOC_Os01g41230.1","LOC_Os01g41230"
"4316","LOC_Os01g41240.1","LOC_Os01g41240"
"4317","LOC_Os01g41250.1","LOC_Os01g41250"
"4318","LOC_Os01g41260.1","LOC_Os01g41260"
"4319","LOC_Os01g41270.1","LOC_Os01g41270"
"4320","LOC_Os01g41280.1","LOC_Os01g41280"
"4321","LOC_Os01g41290.1","LOC_Os01g41290"
"4322","LOC_Os01g41300.1","LOC_Os01g41300"
"4323","LOC_Os01g41310.1","LOC_Os01g41310"
"4324","LOC_Os01g41320.1","LOC_Os01g41320"
"4325","LOC_Os01g41330.1","LOC_Os01g41330"
"4326","LOC_Os01g41340.1","LOC_Os01g41340"
"4327","LOC_Os01g41350.1","LOC_Os01g41350"
"4328","LOC_Os01g41360.1","LOC_Os01g41360"
"4329","LOC_Os01g41370.1","LOC_Os01g41370"
"4330","LOC_Os01g41390.1","LOC_Os01g41390"
"4331","LOC_Os01g41400.1","LOC_Os01g41400"
"4332","LOC_Os01g41410.1","LOC_Os01g41410"
"4333","LOC_Os01g41420.1","LOC_Os01g41420"
"4334","LOC_Os01g41430.1","LOC_Os01g41430"
"4335","LOC_Os01g41440.1","LOC_Os01g41440"
"4336","LOC_Os01g41450.1","LOC_Os01g41450"
"4337","LOC_Os01g41460.1","LOC_Os01g41460"
"4338","LOC_Os01g41470.1","LOC_Os01g41470"
"4339","LOC_Os01g41480.1","LOC_Os01g41480"
"4340","LOC_Os01g41490.1","LOC_Os01g41490"
"4341","LOC_Os01g41500.1","LOC_Os01g41500"
"4342","LOC_Os01g41510.1","LOC_Os01g41510"
"4343","LOC_Os01g41516.1","LOC_Os01g41516"
"4344","LOC_Os01g41522.1","LOC_Os01g41522"
"4345","LOC_Os01g41530.1","LOC_Os01g41530"
"4346","LOC_Os01g41540.1","LOC_Os01g41540"
"4347","LOC_Os01g41550.1","LOC_Os01g41550"
"4348","LOC_Os01g41560.1","LOC_Os01g41560"
"4349","LOC_Os01g41565.1","LOC_Os01g41565"
"4350","LOC_Os01g41580.1","LOC_Os01g41580"
"4351","LOC_Os01g41590.1","LOC_Os01g41590"
"4352","LOC_Os01g41600.1","LOC_Os01g41600"
"4353","LOC_Os01g41610.1","LOC_Os01g41610"
"4354","LOC_Os01g41610.2","LOC_Os01g41610"
"4355","LOC_Os01g41620.1","LOC_Os01g41620"
"4356","LOC_Os01g41630.1","LOC_Os01g41630"
"4357","LOC_Os01g41640.1","LOC_Os01g41640"
"4358","LOC_Os01g41650.1","LOC_Os01g41650"
"4359","LOC_Os01g41660.1","LOC_Os01g41660"
"4360","LOC_Os01g41670.1","LOC_Os01g41670"
"4361","LOC_Os01g41680.1","LOC_Os01g41680"
"4362","LOC_Os01g41690.1","LOC_Os01g41690"
"4363","LOC_Os01g41700.1","LOC_Os01g41700"
"4364","LOC_Os01g41710.1","LOC_Os01g41710"
"4365","LOC_Os01g41720.1","LOC_Os01g41720"
"4366","LOC_Os01g41730.1","LOC_Os01g41730"
"4367","LOC_Os01g41740.1","LOC_Os01g41740"
"4368","LOC_Os01g41750.1","LOC_Os01g41750"
"4369","LOC_Os01g41760.1","LOC_Os01g41760"
"4370","LOC_Os01g41770.1","LOC_Os01g41770"
"4371","LOC_Os01g41780.1","LOC_Os01g41780"
"4372","LOC_Os01g41790.1","LOC_Os01g41790"
"4373","LOC_Os01g41800.1","LOC_Os01g41800"
"4374","LOC_Os01g41810.1","LOC_Os01g41810"
"4375","LOC_Os01g41820.1","LOC_Os01g41820"
"4376","LOC_Os01g41834.1","LOC_Os01g41834"
"4377","LOC_Os01g41850.1","LOC_Os01g41850"
"4378","LOC_Os01g41860.1","LOC_Os01g41860"
"4379","LOC_Os01g41870.1","LOC_Os01g41870"
"4380","LOC_Os01g41870.2","LOC_Os01g41870"
"4381","LOC_Os01g41880.1","LOC_Os01g41880"
"4382","LOC_Os01g41890.1","LOC_Os01g41890"
"4383","LOC_Os01g41900.1","LOC_Os01g41900"
"4384","LOC_Os01g41900.2","LOC_Os01g41900"
"4385","LOC_Os01g41910.1","LOC_Os01g41910"
"4386","LOC_Os01g41920.1","LOC_Os01g41920"
"4387","LOC_Os01g41930.1","LOC_Os01g41930"
"4388","LOC_Os01g41950.1","LOC_Os01g41950"
"4389","LOC_Os01g41960.1","LOC_Os01g41960"
"4390","LOC_Os01g41970.1","LOC_Os01g41970"
"4391","LOC_Os01g41980.1","LOC_Os01g41980"
"4392","LOC_Os01g41990.1","LOC_Os01g41990"
"4393","LOC_Os01g42000.1","LOC_Os01g42000"
"4394","LOC_Os01g42010.2","LOC_Os01g42010"
"4395","LOC_Os01g42010.1","LOC_Os01g42010"
"4396","LOC_Os01g42020.1","LOC_Os01g42020"
"4397","LOC_Os01g42024.1","LOC_Os01g42024"
"4398","LOC_Os01g42030.1","LOC_Os01g42030"
"4399","LOC_Os01g42040.1","LOC_Os01g42040"
"4400","LOC_Os01g42050.1","LOC_Os01g42050"
"4401","LOC_Os01g42060.1","LOC_Os01g42060"
"4402","LOC_Os01g42070.1","LOC_Os01g42070"
"4403","LOC_Os01g42080.1","LOC_Os01g42080"
"4404","LOC_Os01g42090.1","LOC_Os01g42090"
"4405","LOC_Os01g42100.1","LOC_Os01g42100"
"4406","LOC_Os01g42110.1","LOC_Os01g42110"
"4407","LOC_Os01g42120.1","LOC_Os01g42120"
"4408","LOC_Os01g42130.1","LOC_Os01g42130"
"4409","LOC_Os01g42140.2","LOC_Os01g42140"
"4410","LOC_Os01g42140.1","LOC_Os01g42140"
"4411","LOC_Os01g42150.1","LOC_Os01g42150"
"4412","LOC_Os01g42160.1","LOC_Os01g42160"
"4413","LOC_Os01g42170.1","LOC_Os01g42170"
"4414","LOC_Os01g42190.1","LOC_Os01g42190"
"4415","LOC_Os01g42200.1","LOC_Os01g42200"
"4416","LOC_Os01g42210.1","LOC_Os01g42210"
"4417","LOC_Os01g42220.1","LOC_Os01g42220"
"4418","LOC_Os01g42234.1","LOC_Os01g42234"
"4419","LOC_Os01g42234.2","LOC_Os01g42234"
"4420","LOC_Os01g42260.1","LOC_Os01g42260"
"4421","LOC_Os01g42260.2","LOC_Os01g42260"
"4422","LOC_Os01g42260.3","LOC_Os01g42260"
"4423","LOC_Os01g42260.4","LOC_Os01g42260"
"4424","LOC_Os01g42270.1","LOC_Os01g42270"
"4425","LOC_Os01g42280.1","LOC_Os01g42280"
"4426","LOC_Os01g42294.1","LOC_Os01g42294"
"4427","LOC_Os01g42310.1","LOC_Os01g42310"
"4428","LOC_Os01g42320.1","LOC_Os01g42320"
"4429","LOC_Os01g42330.1","LOC_Os01g42330"
"4430","LOC_Os01g42340.1","LOC_Os01g42340"
"4431","LOC_Os01g42350.1","LOC_Os01g42350"
"4432","LOC_Os01g42360.1","LOC_Os01g42360"
"4433","LOC_Os01g42370.1","LOC_Os01g42370"
"4434","LOC_Os01g42380.1","LOC_Os01g42380"
"4435","LOC_Os01g42400.1","LOC_Os01g42400"
"4436","LOC_Os01g42410.1","LOC_Os01g42410"
"4437","LOC_Os01g42420.1","LOC_Os01g42420"
"4438","LOC_Os01g42430.1","LOC_Os01g42430"
"4439","LOC_Os01g42440.1","LOC_Os01g42440"
"4440","LOC_Os01g42460.1","LOC_Os01g42460"
"4441","LOC_Os01g42470.1","LOC_Os01g42470"
"4442","LOC_Os01g42470.2","LOC_Os01g42470"
"4443","LOC_Os01g42480.1","LOC_Os01g42480"
"4444","LOC_Os01g42480.2","LOC_Os01g42480"
"4445","LOC_Os01g42490.1","LOC_Os01g42490"
"4446","LOC_Os01g42490.2","LOC_Os01g42490"
"4447","LOC_Os01g42490.3","LOC_Os01g42490"
"4448","LOC_Os01g42500.1","LOC_Os01g42500"
"4449","LOC_Os01g42510.1","LOC_Os01g42510"
"4450","LOC_Os01g42510.2","LOC_Os01g42510"
"4451","LOC_Os01g42520.1","LOC_Os01g42520"
"4452","LOC_Os01g42540.1","LOC_Os01g42540"
"4453","LOC_Os01g42550.1","LOC_Os01g42550"
"4454","LOC_Os01g42560.1","LOC_Os01g42560"
"4455","LOC_Os01g42570.1","LOC_Os01g42570"
"4456","LOC_Os01g42580.1","LOC_Os01g42580"
"4457","LOC_Os01g42590.1","LOC_Os01g42590"
"4458","LOC_Os01g42600.1","LOC_Os01g42600"
"4459","LOC_Os01g42610.1","LOC_Os01g42610"
"4460","LOC_Os01g42620.1","LOC_Os01g42620"
"4461","LOC_Os01g42620.2","LOC_Os01g42620"
"4462","LOC_Os01g42630.2","LOC_Os01g42630"
"4463","LOC_Os01g42630.3","LOC_Os01g42630"
"4464","LOC_Os01g42630.1","LOC_Os01g42630"
"4465","LOC_Os01g42640.1","LOC_Os01g42640"
"4466","LOC_Os01g42650.1","LOC_Os01g42650"
"4467","LOC_Os01g42660.1","LOC_Os01g42660"
"4468","LOC_Os01g42670.1","LOC_Os01g42670"
"4469","LOC_Os01g42690.2","LOC_Os01g42690"
"4470","LOC_Os01g42690.1","LOC_Os01g42690"
"4471","LOC_Os01g42700.3","LOC_Os01g42700"
"4472","LOC_Os01g42700.2","LOC_Os01g42700"
"4473","LOC_Os01g42700.4","LOC_Os01g42700"
"4474","LOC_Os01g42700.5","LOC_Os01g42700"
"4475","LOC_Os01g42700.1","LOC_Os01g42700"
"4476","LOC_Os01g42710.1","LOC_Os01g42710"
"4477","LOC_Os01g42720.2","LOC_Os01g42720"
"4478","LOC_Os01g42720.1","LOC_Os01g42720"
"4479","LOC_Os01g42730.1","LOC_Os01g42730"
"4480","LOC_Os01g42740.1","LOC_Os01g42740"
"4481","LOC_Os01g42760.1","LOC_Os01g42760"
"4482","LOC_Os01g42770.1","LOC_Os01g42770"
"4483","LOC_Os01g42780.1","LOC_Os01g42780"
"4484","LOC_Os01g42790.1","LOC_Os01g42790"
"4485","LOC_Os01g42800.1","LOC_Os01g42800"
"4486","LOC_Os01g42810.1","LOC_Os01g42810"
"4487","LOC_Os01g42820.2","LOC_Os01g42820"
"4488","LOC_Os01g42820.3","LOC_Os01g42820"
"4489","LOC_Os01g42820.1","LOC_Os01g42820"
"4490","LOC_Os01g42830.1","LOC_Os01g42830"
"4491","LOC_Os01g42840.1","LOC_Os01g42840"
"4492","LOC_Os01g42850.1","LOC_Os01g42850"
"4493","LOC_Os01g42850.2","LOC_Os01g42850"
"4494","LOC_Os01g42860.1","LOC_Os01g42860"
"4495","LOC_Os01g42870.1","LOC_Os01g42870"
"4496","LOC_Os01g42880.1","LOC_Os01g42880"
"4497","LOC_Os01g42890.1","LOC_Os01g42890"
"4498","LOC_Os01g42900.1","LOC_Os01g42900"
"4499","LOC_Os01g42909.1","LOC_Os01g42909"
"4500","LOC_Os01g42920.1","LOC_Os01g42920"
"4501","LOC_Os01g42934.1","LOC_Os01g42934"
"4502","LOC_Os01g42950.3","LOC_Os01g42950"
"4503","LOC_Os01g42950.1","LOC_Os01g42950"
"4504","LOC_Os01g42950.2","LOC_Os01g42950"
"4505","LOC_Os01g42960.1","LOC_Os01g42960"
"4506","LOC_Os01g42970.1","LOC_Os01g42970"
"4507","LOC_Os01g42970.2","LOC_Os01g42970"
"4508","LOC_Os01g42980.3","LOC_Os01g42980"
"4509","LOC_Os01g42980.4","LOC_Os01g42980"
"4510","LOC_Os01g42980.1","LOC_Os01g42980"
"4511","LOC_Os01g42980.2","LOC_Os01g42980"
"4512","LOC_Os01g42990.1","LOC_Os01g42990"
"4513","LOC_Os01g43010.2","LOC_Os01g43010"
"4514","LOC_Os01g43020.1","LOC_Os01g43020"
"4515","LOC_Os01g43030.1","LOC_Os01g43030"
"4516","LOC_Os01g43030.2","LOC_Os01g43030"
"4517","LOC_Os01g43040.1","LOC_Os01g43040"
"4518","LOC_Os01g43050.1","LOC_Os01g43050"
"4519","LOC_Os01g43060.1","LOC_Os01g43060"
"4520","LOC_Os01g43070.1","LOC_Os01g43070"
"4521","LOC_Os01g43070.2","LOC_Os01g43070"
"4522","LOC_Os01g43080.1","LOC_Os01g43080"
"4523","LOC_Os01g43090.1","LOC_Os01g43090"
"4524","LOC_Os01g43100.1","LOC_Os01g43100"
"4525","LOC_Os01g43110.1","LOC_Os01g43110"
"4526","LOC_Os01g43120.1","LOC_Os01g43120"
"4527","LOC_Os01g43130.1","LOC_Os01g43130"
"4528","LOC_Os01g43140.1","LOC_Os01g43140"
"4529","LOC_Os01g43150.2","LOC_Os01g43150"
"4530","LOC_Os01g43150.3","LOC_Os01g43150"
"4531","LOC_Os01g43150.1","LOC_Os01g43150"
"4532","LOC_Os01g43160.1","LOC_Os01g43160"
"4533","LOC_Os01g43170.1","LOC_Os01g43170"
"4534","LOC_Os01g43170.2","LOC_Os01g43170"
"4535","LOC_Os01g43170.3","LOC_Os01g43170"
"4536","LOC_Os01g43180.1","LOC_Os01g43180"
"4537","LOC_Os01g43200.1","LOC_Os01g43200"
"4538","LOC_Os01g43210.1","LOC_Os01g43210"
"4539","LOC_Os01g43220.1","LOC_Os01g43220"
"4540","LOC_Os01g43230.2","LOC_Os01g43230"
"4541","LOC_Os01g43230.1","LOC_Os01g43230"
"4542","LOC_Os01g43230.3","LOC_Os01g43230"
"4543","LOC_Os01g43250.1","LOC_Os01g43250"
"4544","LOC_Os01g43260.1","LOC_Os01g43260"
"4545","LOC_Os01g43270.1","LOC_Os01g43270"
"4546","LOC_Os01g43274.1","LOC_Os01g43274"
"4547","LOC_Os01g43280.1","LOC_Os01g43280"
"4548","LOC_Os01g43290.1","LOC_Os01g43290"
"4549","LOC_Os01g43300.1","LOC_Os01g43300"
"4550","LOC_Os01g43310.1","LOC_Os01g43310"
"4551","LOC_Os01g43320.1","LOC_Os01g43320"
"4552","LOC_Os01g43330.1","LOC_Os01g43330"
"4553","LOC_Os01g43340.1","LOC_Os01g43340"
"4554","LOC_Os01g43350.1","LOC_Os01g43350"
"4555","LOC_Os01g43360.1","LOC_Os01g43360"
"4556","LOC_Os01g43370.1","LOC_Os01g43370"
"4557","LOC_Os01g43370.2","LOC_Os01g43370"
"4558","LOC_Os01g43372.1","LOC_Os01g43372"
"4559","LOC_Os01g43380.1","LOC_Os01g43380"
"4560","LOC_Os01g43390.2","LOC_Os01g43390"
"4561","LOC_Os01g43390.1","LOC_Os01g43390"
"4562","LOC_Os01g43400.1","LOC_Os01g43400"
"4563","LOC_Os01g43410.1","LOC_Os01g43410"
"4564","LOC_Os01g43420.1","LOC_Os01g43420"
"4565","LOC_Os01g43430.1","LOC_Os01g43430"
"4566","LOC_Os01g43440.1","LOC_Os01g43440"
"4567","LOC_Os01g43450.1","LOC_Os01g43450"
"4568","LOC_Os01g43460.1","LOC_Os01g43460"
"4569","LOC_Os01g43460.2","LOC_Os01g43460"
"4570","LOC_Os01g43470.1","LOC_Os01g43470"
"4571","LOC_Os01g43480.1","LOC_Os01g43480"
"4572","LOC_Os01g43480.2","LOC_Os01g43480"
"4573","LOC_Os01g43480.3","LOC_Os01g43480"
"4574","LOC_Os01g43490.1","LOC_Os01g43490"
"4575","LOC_Os01g43500.1","LOC_Os01g43500"
"4576","LOC_Os01g43510.1","LOC_Os01g43510"
"4577","LOC_Os01g43520.1","LOC_Os01g43520"
"4578","LOC_Os01g43520.2","LOC_Os01g43520"
"4579","LOC_Os01g43530.1","LOC_Os01g43530"
"4580","LOC_Os01g43540.1","LOC_Os01g43540"
"4581","LOC_Os01g43550.2","LOC_Os01g43550"
"4582","LOC_Os01g43550.1","LOC_Os01g43550"
"4583","LOC_Os01g43560.1","LOC_Os01g43560"
"4584","LOC_Os01g43570.1","LOC_Os01g43570"
"4585","LOC_Os01g43580.1","LOC_Os01g43580"
"4586","LOC_Os01g43590.2","LOC_Os01g43590"
"4587","LOC_Os01g43590.1","LOC_Os01g43590"
"4588","LOC_Os01g43600.1","LOC_Os01g43600"
"4589","LOC_Os01g43610.1","LOC_Os01g43610"
"4590","LOC_Os01g43620.1","LOC_Os01g43620"
"4591","LOC_Os01g43630.3","LOC_Os01g43630"
"4592","LOC_Os01g43630.1","LOC_Os01g43630"
"4593","LOC_Os01g43630.2","LOC_Os01g43630"
"4594","LOC_Os01g43650.2","LOC_Os01g43650"
"4595","LOC_Os01g43650.1","LOC_Os01g43650"
"4596","LOC_Os01g43660.1","LOC_Os01g43660"
"4597","LOC_Os01g43670.1","LOC_Os01g43670"
"4598","LOC_Os01g43680.1","LOC_Os01g43680"
"4599","LOC_Os01g43680.2","LOC_Os01g43680"
"4600","LOC_Os01g43680.3","LOC_Os01g43680"
"4601","LOC_Os01g43690.1","LOC_Os01g43690"
"4602","LOC_Os01g43700.2","LOC_Os01g43700"
"4603","LOC_Os01g43700.1","LOC_Os01g43700"
"4604","LOC_Os01g43710.1","LOC_Os01g43710"
"4605","LOC_Os01g43740.1","LOC_Os01g43740"
"4606","LOC_Os01g43750.1","LOC_Os01g43750"
"4607","LOC_Os01g43760.1","LOC_Os01g43760"
"4608","LOC_Os01g43774.1","LOC_Os01g43774"
"4609","LOC_Os01g43790.1","LOC_Os01g43790"
"4610","LOC_Os01g43800.1","LOC_Os01g43800"
"4611","LOC_Os01g43820.1","LOC_Os01g43820"
"4612","LOC_Os01g43830.1","LOC_Os01g43830"
"4613","LOC_Os01g43844.1","LOC_Os01g43844"
"4614","LOC_Os01g43851.1","LOC_Os01g43851"
"4615","LOC_Os01g43860.1","LOC_Os01g43860"
"4616","LOC_Os01g43870.3","LOC_Os01g43870"
"4617","LOC_Os01g43870.1","LOC_Os01g43870"
"4618","LOC_Os01g43870.2","LOC_Os01g43870"
"4619","LOC_Os01g43870.6","LOC_Os01g43870"
"4620","LOC_Os01g43870.4","LOC_Os01g43870"
"4621","LOC_Os01g43880.1","LOC_Os01g43880"
"4622","LOC_Os01g43890.1","LOC_Os01g43890"
"4623","LOC_Os01g43895.1","LOC_Os01g43895"
"4624","LOC_Os01g43910.1","LOC_Os01g43910"
"4625","LOC_Os01g43920.1","LOC_Os01g43920"
"4626","LOC_Os01g43930.1","LOC_Os01g43930"
"4627","LOC_Os01g43940.1","LOC_Os01g43940"
"4628","LOC_Os01g43950.1","LOC_Os01g43950"
"4629","LOC_Os01g43960.1","LOC_Os01g43960"
"4630","LOC_Os01g43970.1","LOC_Os01g43970"
"4631","LOC_Os01g43980.1","LOC_Os01g43980"
"4632","LOC_Os01g43990.1","LOC_Os01g43990"
"4633","LOC_Os01g44000.1","LOC_Os01g44000"
"4634","LOC_Os01g44010.1","LOC_Os01g44010"
"4635","LOC_Os01g44020.1","LOC_Os01g44020"
"4636","LOC_Os01g44030.1","LOC_Os01g44030"
"4637","LOC_Os01g44040.2","LOC_Os01g44040"
"4638","LOC_Os01g44040.1","LOC_Os01g44040"
"4639","LOC_Os01g44040.3","LOC_Os01g44040"
"4640","LOC_Os01g44050.1","LOC_Os01g44050"
"4641","LOC_Os01g44069.1","LOC_Os01g44069"
"4642","LOC_Os01g44090.1","LOC_Os01g44090"
"4643","LOC_Os01g44100.1","LOC_Os01g44100"
"4644","LOC_Os01g44110.1","LOC_Os01g44110"
"4645","LOC_Os01g44120.1","LOC_Os01g44120"
"4646","LOC_Os01g44130.1","LOC_Os01g44130"
"4647","LOC_Os01g44140.1","LOC_Os01g44140"
"4648","LOC_Os01g44150.1","LOC_Os01g44150"
"4649","LOC_Os01g44160.1","LOC_Os01g44160"
"4650","LOC_Os01g44170.1","LOC_Os01g44170"
"4651","LOC_Os01g44180.1","LOC_Os01g44180"
"4652","LOC_Os01g44190.1","LOC_Os01g44190"
"4653","LOC_Os01g44200.1","LOC_Os01g44200"
"4654","LOC_Os01g44210.1","LOC_Os01g44210"
"4655","LOC_Os01g44220.1","LOC_Os01g44220"
"4656","LOC_Os01g44220.2","LOC_Os01g44220"
"4657","LOC_Os01g44220.3","LOC_Os01g44220"
"4658","LOC_Os01g44220.7","LOC_Os01g44220"
"4659","LOC_Os01g44220.6","LOC_Os01g44220"
"4660","LOC_Os01g44220.4","LOC_Os01g44220"
"4661","LOC_Os01g44220.5","LOC_Os01g44220"
"4662","LOC_Os01g44230.1","LOC_Os01g44230"
"4663","LOC_Os01g44230.2","LOC_Os01g44230"
"4664","LOC_Os01g44240.1","LOC_Os01g44240"
"4665","LOC_Os01g44250.1","LOC_Os01g44250"
"4666","LOC_Os01g44260.1","LOC_Os01g44260"
"4667","LOC_Os01g44270.1","LOC_Os01g44270"
"4668","LOC_Os01g44290.1","LOC_Os01g44290"
"4669","LOC_Os01g44310.1","LOC_Os01g44310"
"4670","LOC_Os01g44310.2","LOC_Os01g44310"
"4671","LOC_Os01g44320.1","LOC_Os01g44320"
"4672","LOC_Os01g44330.1","LOC_Os01g44330"
"4673","LOC_Os01g44340.1","LOC_Os01g44340"
"4674","LOC_Os01g44350.1","LOC_Os01g44350"
"4675","LOC_Os01g44360.1","LOC_Os01g44360"
"4676","LOC_Os01g44370.1","LOC_Os01g44370"
"4677","LOC_Os01g44380.1","LOC_Os01g44380"
"4678","LOC_Os01g44390.1","LOC_Os01g44390"
"4679","LOC_Os01g44390.2","LOC_Os01g44390"
"4680","LOC_Os01g44394.1","LOC_Os01g44394"
"4681","LOC_Os01g44430.1","LOC_Os01g44430"
"4682","LOC_Os01g44940.1","LOC_Os01g44940"
"4683","LOC_Os01g44950.1","LOC_Os01g44950"
"4684","LOC_Os01g44960.1","LOC_Os01g44960"
"4685","LOC_Os01g44970.1","LOC_Os01g44970"
"4686","LOC_Os01g44980.1","LOC_Os01g44980"
"4687","LOC_Os01g44990.1","LOC_Os01g44990"
"4688","LOC_Os01g45000.1","LOC_Os01g45000"
"4689","LOC_Os01g45010.1","LOC_Os01g45010"
"4690","LOC_Os01g45020.2","LOC_Os01g45020"
"4691","LOC_Os01g45020.1","LOC_Os01g45020"
"4692","LOC_Os01g45030.1","LOC_Os01g45030"
"4693","LOC_Os01g45040.1","LOC_Os01g45040"
"4694","LOC_Os01g45050.1","LOC_Os01g45050"
"4695","LOC_Os01g45060.1","LOC_Os01g45060"
"4696","LOC_Os01g45070.1","LOC_Os01g45070"
"4697","LOC_Os01g45070.2","LOC_Os01g45070"
"4698","LOC_Os01g45080.1","LOC_Os01g45080"
"4699","LOC_Os01g45090.1","LOC_Os01g45090"
"4700","LOC_Os01g45100.1","LOC_Os01g45100"
"4701","LOC_Os01g45110.1","LOC_Os01g45110"
