"","TXNAME","GENEID"
"25728","LOC_Os04g40680.2","LOC_Os04g40680"
"25729","LOC_Os04g40690.1","LOC_Os04g40690"
"25730","LOC_Os04g40700.3","LOC_Os04g40700"
"25731","LOC_Os04g40700.4","LOC_Os04g40700"
"25732","LOC_Os04g40700.1","LOC_Os04g40700"
"25733","LOC_Os04g40700.2","LOC_Os04g40700"
"25734","LOC_Os04g40720.1","LOC_Os04g40720"
"25735","LOC_Os04g40730.1","LOC_Os04g40730"
"25736","LOC_Os04g40740.3","LOC_Os04g40740"
"25737","LOC_Os04g40740.1","LOC_Os04g40740"
"25738","LOC_Os04g40740.2","LOC_Os04g40740"
"25739","LOC_Os04g40740.4","LOC_Os04g40740"
"25740","LOC_Os04g40750.1","LOC_Os04g40750"
"25741","LOC_Os04g40760.1","LOC_Os04g40760"
"25742","LOC_Os04g40770.1","LOC_Os04g40770"
"25743","LOC_Os04g40780.1","LOC_Os04g40780"
"25744","LOC_Os04g40790.1","LOC_Os04g40790"
"25745","LOC_Os04g40800.1","LOC_Os04g40800"
"25746","LOC_Os04g40820.1","LOC_Os04g40820"
"25747","LOC_Os04g40830.1","LOC_Os04g40830"
"25748","LOC_Os04g40840.1","LOC_Os04g40840"
"25749","LOC_Os04g40850.1","LOC_Os04g40850"
"25750","LOC_Os04g40850.2","LOC_Os04g40850"
"25751","LOC_Os04g40860.1","LOC_Os04g40860"
"25752","LOC_Os04g40870.1","LOC_Os04g40870"
"25753","LOC_Os04g40874.1","LOC_Os04g40874"
"25754","LOC_Os04g40880.2","LOC_Os04g40880"
"25755","LOC_Os04g40880.1","LOC_Os04g40880"
"25756","LOC_Os04g40880.3","LOC_Os04g40880"
"25757","LOC_Os04g40890.1","LOC_Os04g40890"
"25758","LOC_Os04g40900.1","LOC_Os04g40900"
"25759","LOC_Os04g40910.1","LOC_Os04g40910"
"25760","LOC_Os04g40910.2","LOC_Os04g40910"
"25761","LOC_Os04g40920.2","LOC_Os04g40920"
"25762","LOC_Os04g40920.1","LOC_Os04g40920"
"25763","LOC_Os04g40930.1","LOC_Os04g40930"
"25764","LOC_Os04g40940.1","LOC_Os04g40940"
"25765","LOC_Os04g40940.2","LOC_Os04g40940"
"25766","LOC_Os04g40950.3","LOC_Os04g40950"
"25767","LOC_Os04g40950.1","LOC_Os04g40950"
"25768","LOC_Os04g40950.2","LOC_Os04g40950"
"25769","LOC_Os04g40960.1","LOC_Os04g40960"
"25770","LOC_Os04g40970.1","LOC_Os04g40970"
"25771","LOC_Os04g40980.1","LOC_Os04g40980"
"25772","LOC_Os04g40990.1","LOC_Os04g40990"
"25773","LOC_Os04g40990.2","LOC_Os04g40990"
"25774","LOC_Os04g41000.1","LOC_Os04g41000"
"25775","LOC_Os04g41010.1","LOC_Os04g41010"
"25776","LOC_Os04g41020.1","LOC_Os04g41020"
"25777","LOC_Os04g41030.1","LOC_Os04g41030"
"25778","LOC_Os04g41040.2","LOC_Os04g41040"
"25779","LOC_Os04g41040.1","LOC_Os04g41040"
"25780","LOC_Os04g41050.1","LOC_Os04g41050"
"25781","LOC_Os04g41060.1","LOC_Os04g41060"
"25782","LOC_Os04g41070.1","LOC_Os04g41070"
"25783","LOC_Os04g41080.1","LOC_Os04g41080"
"25784","LOC_Os04g41090.1","LOC_Os04g41090"
"25785","LOC_Os04g41100.1","LOC_Os04g41100"
"25786","LOC_Os04g41100.2","LOC_Os04g41100"
"25787","LOC_Os04g41100.3","LOC_Os04g41100"
"25788","LOC_Os04g41100.4","LOC_Os04g41100"
"25789","LOC_Os04g41100.5","LOC_Os04g41100"
"25790","LOC_Os04g41100.6","LOC_Os04g41100"
"25791","LOC_Os04g41110.1","LOC_Os04g41110"
"25792","LOC_Os04g41110.2","LOC_Os04g41110"
"25793","LOC_Os04g41120.1","LOC_Os04g41120"
"25794","LOC_Os04g41130.1","LOC_Os04g41130"
"25795","LOC_Os04g41140.1","LOC_Os04g41140"
"25796","LOC_Os04g41150.1","LOC_Os04g41150"
"25797","LOC_Os04g41160.1","LOC_Os04g41160"
"25798","LOC_Os04g41170.1","LOC_Os04g41170"
"25799","LOC_Os04g41180.1","LOC_Os04g41180"
"25800","LOC_Os04g41189.1","LOC_Os04g41189"
"25801","LOC_Os04g41200.1","LOC_Os04g41200"
"25802","LOC_Os04g41220.1","LOC_Os04g41220"
"25803","LOC_Os04g41229.2","LOC_Os04g41229"
"25804","LOC_Os04g41229.1","LOC_Os04g41229"
"25805","LOC_Os04g41238.1","LOC_Os04g41238"
"25806","LOC_Os04g41250.1","LOC_Os04g41250"
"25807","LOC_Os04g41260.2","LOC_Os04g41260"
"25808","LOC_Os04g41260.1","LOC_Os04g41260"
"25809","LOC_Os04g41270.1","LOC_Os04g41270"
"25810","LOC_Os04g41280.1","LOC_Os04g41280"
"25811","LOC_Os04g41300.1","LOC_Os04g41300"
"25812","LOC_Os04g41310.1","LOC_Os04g41310"
"25813","LOC_Os04g41310.2","LOC_Os04g41310"
"25814","LOC_Os04g41320.1","LOC_Os04g41320"
"25815","LOC_Os04g41330.1","LOC_Os04g41330"
"25816","LOC_Os04g41340.1","LOC_Os04g41340"
"25817","LOC_Os04g41350.1","LOC_Os04g41350"
"25818","LOC_Os04g41360.1","LOC_Os04g41360"
"25819","LOC_Os04g41370.1","LOC_Os04g41370"
"25820","LOC_Os04g41380.1","LOC_Os04g41380"
"25821","LOC_Os04g41390.1","LOC_Os04g41390"
"25822","LOC_Os04g41400.1","LOC_Os04g41400"
"25823","LOC_Os04g41410.1","LOC_Os04g41410"
"25824","LOC_Os04g41430.1","LOC_Os04g41430"
"25825","LOC_Os04g41450.1","LOC_Os04g41450"
"25826","LOC_Os04g41460.1","LOC_Os04g41460"
"25827","LOC_Os04g41470.1","LOC_Os04g41470"
"25828","LOC_Os04g41470.2","LOC_Os04g41470"
"25829","LOC_Os04g41480.1","LOC_Os04g41480"
"25830","LOC_Os04g41490.1","LOC_Os04g41490"
"25831","LOC_Os04g41500.1","LOC_Os04g41500"
"25832","LOC_Os04g41500.2","LOC_Os04g41500"
"25833","LOC_Os04g41510.1","LOC_Os04g41510"
"25834","LOC_Os04g41520.1","LOC_Os04g41520"
"25835","LOC_Os04g41530.1","LOC_Os04g41530"
"25836","LOC_Os04g41540.1","LOC_Os04g41540"
"25837","LOC_Os04g41550.1","LOC_Os04g41550"
"25838","LOC_Os04g41560.2","LOC_Os04g41560"
"25839","LOC_Os04g41560.4","LOC_Os04g41560"
"25840","LOC_Os04g41570.2","LOC_Os04g41570"
"25841","LOC_Os04g41570.3","LOC_Os04g41570"
"25842","LOC_Os04g41570.1","LOC_Os04g41570"
"25843","LOC_Os04g41580.1","LOC_Os04g41580"
"25844","LOC_Os04g41599.1","LOC_Os04g41599"
"25845","LOC_Os04g41620.1","LOC_Os04g41620"
"25846","LOC_Os04g41630.1","LOC_Os04g41630"
"25847","LOC_Os04g41640.1","LOC_Os04g41640"
"25848","LOC_Os04g41650.1","LOC_Os04g41650"
"25849","LOC_Os04g41660.1","LOC_Os04g41660"
"25850","LOC_Os04g41670.1","LOC_Os04g41670"
"25851","LOC_Os04g41680.1","LOC_Os04g41680"
"25852","LOC_Os04g41690.1","LOC_Os04g41690"
"25853","LOC_Os04g41700.1","LOC_Os04g41700"
"25854","LOC_Os04g41700.2","LOC_Os04g41700"
"25855","LOC_Os04g41700.3","LOC_Os04g41700"
"25856","LOC_Os04g41700.4","LOC_Os04g41700"
"25857","LOC_Os04g41710.1","LOC_Os04g41710"
"25858","LOC_Os04g41720.1","LOC_Os04g41720"
"25859","LOC_Os04g41730.1","LOC_Os04g41730"
"25860","LOC_Os04g41740.1","LOC_Os04g41740"
"25861","LOC_Os04g41750.1","LOC_Os04g41750"
"25862","LOC_Os04g41759.1","LOC_Os04g41759"
"25863","LOC_Os04g41770.1","LOC_Os04g41770"
"25864","LOC_Os04g41780.1","LOC_Os04g41780"
"25865","LOC_Os04g41790.1","LOC_Os04g41790"
"25866","LOC_Os04g41800.1","LOC_Os04g41800"
"25867","LOC_Os04g41810.1","LOC_Os04g41810"
"25868","LOC_Os04g41820.1","LOC_Os04g41820"
"25869","LOC_Os04g41830.1","LOC_Os04g41830"
"25870","LOC_Os04g41840.1","LOC_Os04g41840"
"25871","LOC_Os04g41850.1","LOC_Os04g41850"
"25872","LOC_Os04g41860.1","LOC_Os04g41860"
"25873","LOC_Os04g41870.1","LOC_Os04g41870"
"25874","LOC_Os04g41875.1","LOC_Os04g41875"
"25875","LOC_Os04g41880.1","LOC_Os04g41880"
"25876","LOC_Os04g41890.1","LOC_Os04g41890"
"25877","LOC_Os04g41900.1","LOC_Os04g41900"
"25878","LOC_Os04g41910.2","LOC_Os04g41910"
"25879","LOC_Os04g41910.1","LOC_Os04g41910"
"25880","LOC_Os04g41920.1","LOC_Os04g41920"
"25881","LOC_Os04g41930.1","LOC_Os04g41930"
"25882","LOC_Os04g41950.1","LOC_Os04g41950"
"25883","LOC_Os04g41960.1","LOC_Os04g41960"
"25884","LOC_Os04g41970.1","LOC_Os04g41970"
"25885","LOC_Os04g41980.1","LOC_Os04g41980"
"25886","LOC_Os04g41980.2","LOC_Os04g41980"
"25887","LOC_Os04g41990.1","LOC_Os04g41990"
"25888","LOC_Os04g42000.1","LOC_Os04g42000"
"25889","LOC_Os04g42010.1","LOC_Os04g42010"
"25890","LOC_Os04g42020.1","LOC_Os04g42020"
"25891","LOC_Os04g42030.1","LOC_Os04g42030"
"25892","LOC_Os04g42040.1","LOC_Os04g42040"
"25893","LOC_Os04g42050.1","LOC_Os04g42050"
"25894","LOC_Os04g42080.1","LOC_Os04g42080"
"25895","LOC_Os04g42090.1","LOC_Os04g42090"
"25896","LOC_Os04g42090.4","LOC_Os04g42090"
"25897","LOC_Os04g42090.3","LOC_Os04g42090"
"25898","LOC_Os04g42090.5","LOC_Os04g42090"
"25899","LOC_Os04g42090.2","LOC_Os04g42090"
"25900","LOC_Os04g42095.1","LOC_Os04g42095"
"25901","LOC_Os04g42100.1","LOC_Os04g42100"
"25902","LOC_Os04g42110.1","LOC_Os04g42110"
"25903","LOC_Os04g42120.1","LOC_Os04g42120"
"25904","LOC_Os04g42130.1","LOC_Os04g42130"
"25905","LOC_Os04g42134.1","LOC_Os04g42134"
"25906","LOC_Os04g42140.1","LOC_Os04g42140"
"25907","LOC_Os04g42150.1","LOC_Os04g42150"
"25908","LOC_Os04g42160.1","LOC_Os04g42160"
"25909","LOC_Os04g42174.1","LOC_Os04g42174"
"25910","LOC_Os04g42174.2","LOC_Os04g42174"
"25911","LOC_Os04g42189.1","LOC_Os04g42189"
"25912","LOC_Os04g42200.1","LOC_Os04g42200"
"25913","LOC_Os04g42210.1","LOC_Os04g42210"
"25914","LOC_Os04g42220.1","LOC_Os04g42220"
"25915","LOC_Os04g42230.1","LOC_Os04g42230"
"25916","LOC_Os04g42240.1","LOC_Os04g42240"
"25917","LOC_Os04g42250.3","LOC_Os04g42250"
"25918","LOC_Os04g42250.2","LOC_Os04g42250"
"25919","LOC_Os04g42250.4","LOC_Os04g42250"
"25920","LOC_Os04g42260.1","LOC_Os04g42260"
"25921","LOC_Os04g42270.1","LOC_Os04g42270"
"25922","LOC_Os04g42270.2","LOC_Os04g42270"
"25923","LOC_Os04g42280.1","LOC_Os04g42280"
"25924","LOC_Os04g42290.1","LOC_Os04g42290"
"25925","LOC_Os04g42310.1","LOC_Os04g42310"
"25926","LOC_Os04g42320.1","LOC_Os04g42320"
"25927","LOC_Os04g42330.1","LOC_Os04g42330"
"25928","LOC_Os04g42330.2","LOC_Os04g42330"
"25929","LOC_Os04g42340.1","LOC_Os04g42340"
"25930","LOC_Os04g42350.1","LOC_Os04g42350"
"25931","LOC_Os04g42360.1","LOC_Os04g42360"
"25932","LOC_Os04g42370.1","LOC_Os04g42370"
"25933","LOC_Os04g42380.1","LOC_Os04g42380"
"25934","LOC_Os04g42399.1","LOC_Os04g42399"
"25935","LOC_Os04g42420.1","LOC_Os04g42420"
"25936","LOC_Os04g42420.2","LOC_Os04g42420"
"25937","LOC_Os04g42420.3","LOC_Os04g42420"
"25938","LOC_Os04g42430.1","LOC_Os04g42430"
"25939","LOC_Os04g42430.2","LOC_Os04g42430"
"25940","LOC_Os04g42444.1","LOC_Os04g42444"
"25941","LOC_Os04g42444.2","LOC_Os04g42444"
"25942","LOC_Os04g42451.1","LOC_Os04g42451"
"25943","LOC_Os04g42460.1","LOC_Os04g42460"
"25944","LOC_Os04g42470.4","LOC_Os04g42470"
"25945","LOC_Os04g42470.7","LOC_Os04g42470"
"25946","LOC_Os04g42470.1","LOC_Os04g42470"
"25947","LOC_Os04g42470.2","LOC_Os04g42470"
"25948","LOC_Os04g42470.3","LOC_Os04g42470"
"25949","LOC_Os04g42470.5","LOC_Os04g42470"
"25950","LOC_Os04g42470.6","LOC_Os04g42470"
"25951","LOC_Os04g42470.8","LOC_Os04g42470"
"25952","LOC_Os04g42480.1","LOC_Os04g42480"
"25953","LOC_Os04g42490.1","LOC_Os04g42490"
"25954","LOC_Os04g42500.1","LOC_Os04g42500"
"25955","LOC_Os04g42520.3","LOC_Os04g42520"
"25956","LOC_Os04g42520.1","LOC_Os04g42520"
"25957","LOC_Os04g42520.2","LOC_Os04g42520"
"25958","LOC_Os04g42530.1","LOC_Os04g42530"
"25959","LOC_Os04g42540.1","LOC_Os04g42540"
"25960","LOC_Os04g42550.1","LOC_Os04g42550"
"25961","LOC_Os04g42560.1","LOC_Os04g42560"
"25962","LOC_Os04g42570.1","LOC_Os04g42570"
"25963","LOC_Os04g42580.1","LOC_Os04g42580"
"25964","LOC_Os04g42590.1","LOC_Os04g42590"
"25965","LOC_Os04g42600.1","LOC_Os04g42600"
"25966","LOC_Os04g42600.2","LOC_Os04g42600"
"25967","LOC_Os04g42610.1","LOC_Os04g42610"
"25968","LOC_Os04g42620.1","LOC_Os04g42620"
"25969","LOC_Os04g42634.1","LOC_Os04g42634"
"25970","LOC_Os04g42650.1","LOC_Os04g42650"
"25971","LOC_Os04g42670.1","LOC_Os04g42670"
"25972","LOC_Os04g42680.1","LOC_Os04g42680"
"25973","LOC_Os04g42690.1","LOC_Os04g42690"
"25974","LOC_Os04g42700.1","LOC_Os04g42700"
"25975","LOC_Os04g42710.1","LOC_Os04g42710"
"25976","LOC_Os04g42720.1","LOC_Os04g42720"
"25977","LOC_Os04g42730.1","LOC_Os04g42730"
"25978","LOC_Os04g42740.1","LOC_Os04g42740"
"25979","LOC_Os04g42750.1","LOC_Os04g42750"
"25980","LOC_Os04g42760.1","LOC_Os04g42760"
"25981","LOC_Os04g42770.3","LOC_Os04g42770"
"25982","LOC_Os04g42770.4","LOC_Os04g42770"
"25983","LOC_Os04g42770.1","LOC_Os04g42770"
"25984","LOC_Os04g42770.2","LOC_Os04g42770"
"25985","LOC_Os04g42770.5","LOC_Os04g42770"
"25986","LOC_Os04g42770.6","LOC_Os04g42770"
"25987","LOC_Os04g42784.1","LOC_Os04g42784"
"25988","LOC_Os04g42800.1","LOC_Os04g42800"
"25989","LOC_Os04g42800.2","LOC_Os04g42800"
"25990","LOC_Os04g42800.3","LOC_Os04g42800"
"25991","LOC_Os04g42800.4","LOC_Os04g42800"
"25992","LOC_Os04g42810.1","LOC_Os04g42810"
"25993","LOC_Os04g42820.1","LOC_Os04g42820"
"25994","LOC_Os04g42830.1","LOC_Os04g42830"
"25995","LOC_Os04g42840.1","LOC_Os04g42840"
"25996","LOC_Os04g42850.1","LOC_Os04g42850"
"25997","LOC_Os04g42860.1","LOC_Os04g42860"
"25998","LOC_Os04g42870.1","LOC_Os04g42870"
"25999","LOC_Os04g42870.4","LOC_Os04g42870"
"26000","LOC_Os04g42870.2","LOC_Os04g42870"
"26001","LOC_Os04g42870.3","LOC_Os04g42870"
"26002","LOC_Os04g42880.1","LOC_Os04g42880"
"26003","LOC_Os04g42889.1","LOC_Os04g42889"
"26004","LOC_Os04g42900.1","LOC_Os04g42900"
"26005","LOC_Os04g42910.1","LOC_Os04g42910"
"26006","LOC_Os04g42920.1","LOC_Os04g42920"
"26007","LOC_Os04g42930.2","LOC_Os04g42930"
"26008","LOC_Os04g42930.1","LOC_Os04g42930"
"26009","LOC_Os04g42940.1","LOC_Os04g42940"
"26010","LOC_Os04g42950.1","LOC_Os04g42950"
"26011","LOC_Os04g42960.1","LOC_Os04g42960"
"26012","LOC_Os04g42970.1","LOC_Os04g42970"
"26013","LOC_Os04g42980.1","LOC_Os04g42980"
"26014","LOC_Os04g42980.2","LOC_Os04g42980"
"26015","LOC_Os04g42990.1","LOC_Os04g42990"
"26016","LOC_Os04g43010.1","LOC_Os04g43010"
"26017","LOC_Os04g43020.1","LOC_Os04g43020"
"26018","LOC_Os04g43030.1","LOC_Os04g43030"
"26019","LOC_Os04g43040.1","LOC_Os04g43040"
"26020","LOC_Os04g43040.2","LOC_Os04g43040"
"26021","LOC_Os04g43040.3","LOC_Os04g43040"
"26022","LOC_Os04g43050.4","LOC_Os04g43050"
"26023","LOC_Os04g43050.1","LOC_Os04g43050"
"26024","LOC_Os04g43060.1","LOC_Os04g43060"
"26025","LOC_Os04g43070.1","LOC_Os04g43070"
"26026","LOC_Os04g43080.1","LOC_Os04g43080"
"26027","LOC_Os04g43090.1","LOC_Os04g43090"
"26028","LOC_Os04g43110.1","LOC_Os04g43110"
"26029","LOC_Os04g43120.1","LOC_Os04g43120"
"26030","LOC_Os04g43130.1","LOC_Os04g43130"
"26031","LOC_Os04g43140.1","LOC_Os04g43140"
"26032","LOC_Os04g43150.1","LOC_Os04g43150"
"26033","LOC_Os04g43150.2","LOC_Os04g43150"
"26034","LOC_Os04g43160.1","LOC_Os04g43160"
"26035","LOC_Os04g43164.2","LOC_Os04g43164"
"26036","LOC_Os04g43164.1","LOC_Os04g43164"
"26037","LOC_Os04g43170.1","LOC_Os04g43170"
"26038","LOC_Os04g43180.1","LOC_Os04g43180"
"26039","LOC_Os04g43190.1","LOC_Os04g43190"
"26040","LOC_Os04g43200.1","LOC_Os04g43200"
"26041","LOC_Os04g43200.2","LOC_Os04g43200"
"26042","LOC_Os04g43210.2","LOC_Os04g43210"
"26043","LOC_Os04g43210.1","LOC_Os04g43210"
"26044","LOC_Os04g43210.3","LOC_Os04g43210"
"26045","LOC_Os04g43220.3","LOC_Os04g43220"
"26046","LOC_Os04g43220.4","LOC_Os04g43220"
"26047","LOC_Os04g43220.2","LOC_Os04g43220"
"26048","LOC_Os04g43220.1","LOC_Os04g43220"
"26049","LOC_Os04g43230.1","LOC_Os04g43230"
"26050","LOC_Os04g43230.2","LOC_Os04g43230"
"26051","LOC_Os04g43240.1","LOC_Os04g43240"
"26052","LOC_Os04g43250.1","LOC_Os04g43250"
"26053","LOC_Os04g43260.1","LOC_Os04g43260"
"26054","LOC_Os04g43270.1","LOC_Os04g43270"
"26055","LOC_Os04g43290.1","LOC_Os04g43290"
"26056","LOC_Os04g43290.2","LOC_Os04g43290"
"26057","LOC_Os04g43290.3","LOC_Os04g43290"
"26058","LOC_Os04g43290.4","LOC_Os04g43290"
"26059","LOC_Os04g43300.1","LOC_Os04g43300"
"26060","LOC_Os04g43310.1","LOC_Os04g43310"
"26061","LOC_Os04g43324.1","LOC_Os04g43324"
"26062","LOC_Os04g43340.1","LOC_Os04g43340"
"26063","LOC_Os04g43350.1","LOC_Os04g43350"
"26064","LOC_Os04g43360.1","LOC_Os04g43360"
"26065","LOC_Os04g43360.2","LOC_Os04g43360"
"26066","LOC_Os04g43370.1","LOC_Os04g43370"
"26067","LOC_Os04g43380.1","LOC_Os04g43380"
"26068","LOC_Os04g43390.1","LOC_Os04g43390"
"26069","LOC_Os04g43390.2","LOC_Os04g43390"
"26070","LOC_Os04g43400.1","LOC_Os04g43400"
"26071","LOC_Os04g43410.1","LOC_Os04g43410"
"26072","LOC_Os04g43420.1","LOC_Os04g43420"
"26073","LOC_Os04g43430.2","LOC_Os04g43430"
"26074","LOC_Os04g43430.1","LOC_Os04g43430"
"26075","LOC_Os04g43430.3","LOC_Os04g43430"
"26076","LOC_Os04g43440.1","LOC_Os04g43440"
"26077","LOC_Os04g43440.2","LOC_Os04g43440"
"26078","LOC_Os04g43450.1","LOC_Os04g43450"
"26079","LOC_Os04g43464.1","LOC_Os04g43464"
"26080","LOC_Os04g43480.1","LOC_Os04g43480"
"26081","LOC_Os04g43490.1","LOC_Os04g43490"
"26082","LOC_Os04g43490.2","LOC_Os04g43490"
"26083","LOC_Os04g43500.1","LOC_Os04g43500"
"26084","LOC_Os04g43519.1","LOC_Os04g43519"
"26085","LOC_Os04g43550.1","LOC_Os04g43550"
"26086","LOC_Os04g43560.1","LOC_Os04g43560"
"26087","LOC_Os04g43570.1","LOC_Os04g43570"
"26088","LOC_Os04g43580.2","LOC_Os04g43580"
"26089","LOC_Os04g43580.1","LOC_Os04g43580"
"26090","LOC_Os04g43590.1","LOC_Os04g43590"
"26091","LOC_Os04g43600.1","LOC_Os04g43600"
"26092","LOC_Os04g43610.1","LOC_Os04g43610"
"26093","LOC_Os04g43630.1","LOC_Os04g43630"
"26094","LOC_Os04g43640.1","LOC_Os04g43640"
"26095","LOC_Os04g43650.2","LOC_Os04g43650"
"26096","LOC_Os04g43650.1","LOC_Os04g43650"
"26097","LOC_Os04g43660.1","LOC_Os04g43660"
"26098","LOC_Os04g43670.1","LOC_Os04g43670"
"26099","LOC_Os04g43680.1","LOC_Os04g43680"
"26100","LOC_Os04g43690.2","LOC_Os04g43690"
"26101","LOC_Os04g43690.1","LOC_Os04g43690"
"26102","LOC_Os04g43700.1","LOC_Os04g43700"
"26103","LOC_Os04g43710.1","LOC_Os04g43710"
"26104","LOC_Os04g43720.1","LOC_Os04g43720"
"26105","LOC_Os04g43730.1","LOC_Os04g43730"
"26106","LOC_Os04g43740.1","LOC_Os04g43740"
"26107","LOC_Os04g43750.1","LOC_Os04g43750"
"26108","LOC_Os04g43750.2","LOC_Os04g43750"
"26109","LOC_Os04g43760.1","LOC_Os04g43760"
"26110","LOC_Os04g43760.2","LOC_Os04g43760"
"26111","LOC_Os04g43770.1","LOC_Os04g43770"
"26112","LOC_Os04g43780.1","LOC_Os04g43780"
"26113","LOC_Os04g43790.1","LOC_Os04g43790"
"26114","LOC_Os04g43800.1","LOC_Os04g43800"
"26115","LOC_Os04g43810.1","LOC_Os04g43810"
"26116","LOC_Os04g43820.1","LOC_Os04g43820"
"26117","LOC_Os04g43824.1","LOC_Os04g43824"
"26118","LOC_Os04g43840.1","LOC_Os04g43840"
"26119","LOC_Os04g43850.1","LOC_Os04g43850"
"26120","LOC_Os04g43860.1","LOC_Os04g43860"
"26121","LOC_Os04g43870.1","LOC_Os04g43870"
"26122","LOC_Os04g43880.1","LOC_Os04g43880"
"26123","LOC_Os04g43890.1","LOC_Os04g43890"
"26124","LOC_Os04g43900.1","LOC_Os04g43900"
"26125","LOC_Os04g43910.1","LOC_Os04g43910"
"26126","LOC_Os04g43916.1","LOC_Os04g43916"
"26127","LOC_Os04g43916.2","LOC_Os04g43916"
"26128","LOC_Os04g43922.1","LOC_Os04g43922"
"26129","LOC_Os04g43930.1","LOC_Os04g43930"
"26130","LOC_Os04g43940.1","LOC_Os04g43940"
"26131","LOC_Os04g43950.1","LOC_Os04g43950"
"26132","LOC_Os04g43960.1","LOC_Os04g43960"
"26133","LOC_Os04g43970.1","LOC_Os04g43970"
"26134","LOC_Os04g43980.1","LOC_Os04g43980"
"26135","LOC_Os04g43990.1","LOC_Os04g43990"
"26136","LOC_Os04g44000.1","LOC_Os04g44000"
"26137","LOC_Os04g44010.1","LOC_Os04g44010"
"26138","LOC_Os04g44020.1","LOC_Os04g44020"
"26139","LOC_Os04g44030.1","LOC_Os04g44030"
"26140","LOC_Os04g44050.1","LOC_Os04g44050"
"26141","LOC_Os04g44060.1","LOC_Os04g44060"
"26142","LOC_Os04g44070.1","LOC_Os04g44070"
"26143","LOC_Os04g44080.1","LOC_Os04g44080"
"26144","LOC_Os04g44090.1","LOC_Os04g44090"
"26145","LOC_Os04g44100.1","LOC_Os04g44100"
"26146","LOC_Os04g44110.1","LOC_Os04g44110"
"26147","LOC_Os04g44120.1","LOC_Os04g44120"
"26148","LOC_Os04g44130.1","LOC_Os04g44130"
"26149","LOC_Os04g44140.1","LOC_Os04g44140"
"26150","LOC_Os04g44150.1","LOC_Os04g44150"
"26151","LOC_Os04g44160.1","LOC_Os04g44160"
"26152","LOC_Os04g44170.1","LOC_Os04g44170"
"26153","LOC_Os04g44180.1","LOC_Os04g44180"
"26154","LOC_Os04g44190.2","LOC_Os04g44190"
"26155","LOC_Os04g44190.1","LOC_Os04g44190"
"26156","LOC_Os04g44200.1","LOC_Os04g44200"
"26157","LOC_Os04g44210.3","LOC_Os04g44210"
"26158","LOC_Os04g44210.1","LOC_Os04g44210"
"26159","LOC_Os04g44220.1","LOC_Os04g44220"
"26160","LOC_Os04g44224.1","LOC_Os04g44224"
"26161","LOC_Os04g44230.1","LOC_Os04g44230"
"26162","LOC_Os04g44240.1","LOC_Os04g44240"
"26163","LOC_Os04g44250.1","LOC_Os04g44250"
"26164","LOC_Os04g44260.1","LOC_Os04g44260"
"26165","LOC_Os04g44270.1","LOC_Os04g44270"
"26166","LOC_Os04g44280.1","LOC_Os04g44280"
"26167","LOC_Os04g44290.1","LOC_Os04g44290"
"26168","LOC_Os04g44300.1","LOC_Os04g44300"
"26169","LOC_Os04g44300.2","LOC_Os04g44300"
"26170","LOC_Os04g44320.1","LOC_Os04g44320"
"26171","LOC_Os04g44330.1","LOC_Os04g44330"
"26172","LOC_Os04g44340.1","LOC_Os04g44340"
"26173","LOC_Os04g44354.3","LOC_Os04g44354"
"26174","LOC_Os04g44354.2","LOC_Os04g44354"
"26175","LOC_Os04g44354.1","LOC_Os04g44354"
"26176","LOC_Os04g44354.4","LOC_Os04g44354"
"26177","LOC_Os04g44370.1","LOC_Os04g44370"
"26178","LOC_Os04g44380.1","LOC_Os04g44380"
"26179","LOC_Os04g44390.1","LOC_Os04g44390"
"26180","LOC_Os04g44400.1","LOC_Os04g44400"
"26181","LOC_Os04g44410.1","LOC_Os04g44410"
"26182","LOC_Os04g44420.1","LOC_Os04g44420"
"26183","LOC_Os04g44430.1","LOC_Os04g44430"
"26184","LOC_Os04g44440.1","LOC_Os04g44440"
"26185","LOC_Os04g44460.1","LOC_Os04g44460"
"26186","LOC_Os04g44470.1","LOC_Os04g44470"
"26187","LOC_Os04g44480.1","LOC_Os04g44480"
"26188","LOC_Os04g44490.1","LOC_Os04g44490"
"26189","LOC_Os04g44500.1","LOC_Os04g44500"
"26190","LOC_Os04g44510.1","LOC_Os04g44510"
"26191","LOC_Os04g44520.1","LOC_Os04g44520"
"26192","LOC_Os04g44530.1","LOC_Os04g44530"
"26193","LOC_Os04g44530.2","LOC_Os04g44530"
"26194","LOC_Os04g44530.3","LOC_Os04g44530"
"26195","LOC_Os04g44530.5","LOC_Os04g44530"
"26196","LOC_Os04g44530.7","LOC_Os04g44530"
"26197","LOC_Os04g44530.8","LOC_Os04g44530"
"26198","LOC_Os04g44530.4","LOC_Os04g44530"
"26199","LOC_Os04g44540.1","LOC_Os04g44540"
"26200","LOC_Os04g44540.2","LOC_Os04g44540"
"26201","LOC_Os04g44550.2","LOC_Os04g44550"
"26202","LOC_Os04g44550.1","LOC_Os04g44550"
"26203","LOC_Os04g44560.1","LOC_Os04g44560"
"26204","LOC_Os04g44570.1","LOC_Os04g44570"
"26205","LOC_Os04g44580.1","LOC_Os04g44580"
"26206","LOC_Os04g44590.2","LOC_Os04g44590"
"26207","LOC_Os04g44590.1","LOC_Os04g44590"
"26208","LOC_Os04g44590.3","LOC_Os04g44590"
"26209","LOC_Os04g44590.5","LOC_Os04g44590"
